"prodcodeid","groups","term"
"2872641000033111",6,"Mometasone Furoate Dry Powder Inhaler 200 micrograms/dose, 30 doses"
"2872841000033112",6,"Mometasone Furoate Dry Powder Inhaler 200 micrograms/dose, 60 doses"
"2872941000033116",6,"Mometasone Furoate Dry Powder Inhaler 400 micrograms/dose, 30 doses"
"2872741000033119",6,"Mometasone Furoate Dry Powder Inhaler 400 micrograms/dose, 60 doses"
"3141441000033118",6,"Novolizer Budesonide Inhalation Cartridge + Device 200 micrograms/dose, 100 doses"
"3256441000033113",6,"Novolizer Budesonide Inhalation Cartridge Refill 200 micrograms/dose, 100 doses"
"1145341000033116",6,"Pulmicort 100 Turbohaler (AstraZeneca UK Ltd)"
"4815241000033115",6,"Pulmicort 100micrograms/dose inhaler CFC free (AstraZeneca UK Ltd)"
"1145141000033119",6,"Pulmicort 200 Turbohaler (AstraZeneca UK Ltd)"
"1143041000033117",6,"Pulmicort 200micrograms/dose inhaler (AstraZeneca UK Ltd)"
"4815341000033113",6,"Pulmicort 200micrograms/dose inhaler CFC free (AstraZeneca UK Ltd)"
"2798341000033112",6,"Pulmicort 200micrograms/dose inhaler with Nebuchamber (AstraZeneca UK Ltd)"
"1145241000033114",6,"Pulmicort 400 Turbohaler (AstraZeneca UK Ltd)"
"1143141000033118",6,"Pulmicort LS 50micrograms/dose inhaler (AstraZeneca UK Ltd)"
"1144341000033117",6,"Pulmicort Ls Refill canister 50 micrograms/dose"
"1144241000033110",6,"Pulmicort Refill canister 200 micrograms/dose"
"1144841000033114",6,"Pulmicort Spacer inhaler 200 micrograms/dose"
"1144941000033118",6,"Pulmicort Spacer inhaler 50 micrograms/dose"
"1670741000033111",6,"Pulmicort Turbohaler Breath-Actuated Dry Powder Inhaler 100 micrograms/dose"
"1670841000033118",6,"Pulmicort Turbohaler Breath-Actuated Dry Powder Inhaler 200 micrograms/dose"
"1670941000033114",6,"Pulmicort Turbohaler Breath-Actuated Dry Powder Inhaler 400 micrograms/dose"
"2623141000033115",6,"Pulvinal Beclometasone Dipropionate 100micrograms/dose dry powder inhaler (Chiesi Ltd)"
"2623241000033110",6,"Pulvinal Beclometasone Dipropionate 200micrograms/dose dry powder inhaler (Chiesi Ltd)"
"2623341000033117",6,"Pulvinal Beclometasone Dipropionate 400micrograms/dose dry powder inhaler (Chiesi Ltd)"
"1671341000033119",6,"Qvar 100 Autohaler (Teva UK Ltd)"
"1671141000033117",6,"Qvar 100 inhaler (Teva UK Ltd)"
"3199341000033119",6,"Qvar 100micrograms/dose Easi-Breathe inhaler (Teva UK Ltd)"
"1671241000033112",6,"Qvar 50 Autohaler (Teva UK Ltd)"
"1671041000033116",6,"Qvar 50 inhaler (Teva UK Ltd)"
"3199241000033112",6,"Qvar 50micrograms/dose Easi-Breathe inhaler (Teva UK Ltd)"
"8947041000033115",7,"Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)"
"8947141000033116",7,"Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)"
"12046641000033114",7,"Sereflo 25micrograms/dose / 125micrograms/dose inhaler (Cipla EU Ltd)"
"12046741000033117",7,"Sereflo 25micrograms/dose / 250micrograms/dose inhaler (Cipla EU Ltd)"
"1752141000033117",7,"Seretide 100 Accuhaler (GlaxoSmithKline UK Ltd)"
"2147341000033110",7,"Seretide 125 Evohaler (GlaxoSmithKline UK Ltd)"
"1752241000033112",7,"Seretide 250 Accuhaler (GlaxoSmithKline UK Ltd)"
"2147441000033116",7,"Seretide 250 Evohaler (GlaxoSmithKline UK Ltd)"
"2147241000033117",7,"Seretide 50 Evohaler (GlaxoSmithKline UK Ltd)"
"1752341000033119",7,"Seretide 500 Accuhaler (GlaxoSmithKline UK Ltd)"
"10387141000033115",7,"Sirdupla 25micrograms/dose / 125micrograms/dose inhaler (Viatris UK Healthcare Ltd)"
"10387241000033110",7,"Sirdupla 25micrograms/dose / 250micrograms/dose inhaler (Viatris UK Healthcare Ltd)"
"12901441000033118",6,"Soprobec 100micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd)"
"12901541000033117",6,"Soprobec 200micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd)"
"12901641000033116",6,"Soprobec 250micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd)"
"12901341000033112",6,"Soprobec 50micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd)"
"12901741000033113",7,"Stalpex 50micrograms/dose / 500micrograms/dose dry powder inhaler (Glenmark Pharmaceuticals Europe Ltd)"
"2587541000033118",7,"Symbicort 100/6 Turbohaler (AstraZeneca UK Ltd)"
"2587641000033117",7,"Symbicort 200/6 Turbohaler (AstraZeneca UK Ltd)"
"11707341000033113",7,"Symbicort 200micrograms/dose / 6micrograms/dose pressurised inhaler (AstraZeneca UK Ltd)"
"2905641000033115",7,"Symbicort 400/12 Turbohaler (AstraZeneca UK Ltd)"
"5140741000033110",7,NA
"8028941000033114",7,NA
"5140541000033119",7,NA
"12431141000033117",8,"Trelegy Ellipta 92micrograms/dose / 55micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)"
"12364641000033110",8,"Trimbow 87micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler (Chiesi Ltd)"
"2509441000033112",9,NA
"2509541000033113",9,"*Prednisolone Liquid"
"2509741000033117",9,"*Prednisolone Pills (Sucrose)"
"2509641000033114",9,NA
"2509341000033118",9,"*Prednisolone Tablets"
"429141000033119",9,"Decortisyl Tablets 5 mg"
"431541000033114",9,"Deltacortril 2.5mg gastro-resistant tablets (Phoenix Labs Ltd)"
"431641000033110",9,"Deltacortril 5mg gastro-resistant tablets (Phoenix Labs Ltd)"
"429441000033110",9,"Deltastab Tablets 1 mg"
"429541000033111",9,"Deltastab Tablets 5 mg"
"8494441000033110",9,"Dilacort 2.5mg gastro-resistant tablets (Crescent Pharma Ltd)"
"8494541000033111",9,"Dilacort 5mg gastro-resistant tablets (Crescent Pharma Ltd)"
"10212641000033118",9,"Pevanti 10mg tablets (Advanz Pharma)"
"10212441000033115",9,"Pevanti 2.5mg tablets (Advanz Pharma)"
"10212741000033110",9,"Pevanti 20mg tablets (Advanz Pharma)"
"10212941000033113",9,"Pevanti 25mg tablets (Advanz Pharma)"
"10212541000033119",9,"Pevanti 5mg tablets (Advanz Pharma)"
"10212141000033111",9,"Prednisolone 10mg tablets"
"10494341000033117",9,"Prednisolone 10mg/ml oral solution sugar free"
"9119141000033118",9,"Prednisolone 15mg/5ml oral solution"
"11507841000033115",9,"Prednisolone 1mg gastro-resistant tablets"
"1131741000033117",9,"Prednisolone 1mg tablets"
"1114241000033116",9,"Prednisolone 2.5mg gastro-resistant tablets"
"1131841000033110",9,"Prednisolone 2.5mg tablets"
"10212341000033114",9,"Prednisolone 20mg tablets"
"1130741000033110",9,"Prednisolone 25mg tablets"
"11664841000033116",9,"Prednisolone 30mg tablets"
"1114341000033114",9,"Prednisolone 5mg gastro-resistant tablets"
"1127341000033111",9,"Prednisolone 5mg soluble tablets"
"1131941000033119",9,"Prednisolone 5mg tablets"
"10266841000033117",9,"Prednisolone 5mg/5ml oral solution unit dose"
"1130841000033117",9,"Prednisolone Steaglate Tablets 6.65 mg"
"5990141000033115",9,"Prednisone 1mg modified-release tablets"
"5990241000033110",9,"Prednisone 2mg modified-release tablets"
"5990341000033117",9,"Prednisone 5mg modified-release tablets"
"1132041000033113",9,"Prednisone Tablets 1 mg"
"1132141000033112",9,"Prednisone Tablets 5 mg"
"2494441000033116",10,"*Penicillin Granules"
"2494541000033115",10,NA
"2494741000033111",10,NA
"2494641000033119",10,NA
"2494341000033110",10,"*Penicillin Tablets"
"3079841000033112",10,"Amoxicillin 125mg/1.25ml oral suspension paediatric"
"3079641000033111",10,"Amoxicillin 125mg/5ml oral suspension"
"3080041000033117",10,"Amoxicillin 125mg/5ml oral suspension sugar free"
"3079141000033118",10,"Amoxicillin 250mg capsules"
"3079741000033119",10,"Amoxicillin 250mg/5ml oral suspension"
"3080141000033118",10,"Amoxicillin 250mg/5ml oral suspension sugar free"
"3079941000033116",10,"Amoxicillin 3g oral powder sachets sugar free"
"3079241000033113",10,"Amoxicillin 500mg capsules"
"52841000033110",10,"Amoxil 125mg/1.25ml paediatric oral suspension (GlaxoSmithKline UK Ltd)"
"55941000033112",10,"Amoxil 125mg/5ml syrup sucrose free (GlaxoSmithKline UK Ltd)"
"44041000033113",10,"Amoxil 250mg capsules (GlaxoSmithKline UK Ltd)"
"56041000033119",10,"Amoxil 250mg/5ml syrup sucrose free (GlaxoSmithKline UK Ltd)"
"44141000033112",10,"Amoxil 500mg capsules (GlaxoSmithKline UK Ltd)"
"46841000033112",10,"Amoxil Dispersible tablets 500 mg"
"47241000033111",10,"Amoxil Fiztabs 125 mg"
"47341000033118",10,"Amoxil Fiztabs 250 mg"
"47441000033112",10,"Amoxil Fiztabs 500 mg"
"54041000033110",10,"Amoxil Sachets sf 750 mg"
"52041000033115",10,"Ampicillin 125mg/5ml oral suspension"
"44441000033116",10,"Ampicillin 250mg capsules"
"52141000033116",10,"Ampicillin 250mg/5ml oral suspension"
"44541000033115",10,"Ampicillin 500mg capsules"
"53341000033114",10,"Ampicillin Paediatric suspension 125 mg/1.25 ml"
"53441000033115",10,"Ampicillin Paediatric tablets 125 mg"
"56541000033112",10,"Ampicillin Syrup 125 mg/5 ml"
"56641000033113",10,"Ampicillin Syrup forte 250 mg/5 ml"
"1572541000033110",10,"Augmentin 1 G Tablets"
"94641000033110",10,"Augmentin 125/31 SF oral suspension (GlaxoSmithKline UK Ltd)"
"94741000033118",10,"Augmentin 250/62 SF oral suspension (GlaxoSmithKline UK Ltd)"
"93141000033115",10,"Augmentin 375mg dispersible tablets (GlaxoSmithKline UK Ltd)"
"94941000033115",10,"Augmentin 375mg tablets (GlaxoSmithKline UK Ltd)"
"95041000033115",10,"Augmentin 625mg tablets (GlaxoSmithKline UK Ltd)"
"93941000033118",10,"Augmentin Junior suspension"
"94441000033113",10,"Augmentin Paediatric suspension"
"5331141000033112",10,NA
"95141000033116",10,"Augmentin Tablets"
"94841000033111",10,"Augmentin-Duo 400/57 oral suspension (GlaxoSmithKline UK Ltd)"
"2890341000033112",10,"Avelox 400mg tablets (Bayer Plc)"
"98441000033116",10,"Azithromycin 200mg/5ml oral suspension"
"96941000033113",10,"Azithromycin 250mg capsules"
"3955441000033115",10,"Azithromycin 250mg tablets"
"1572841000033112",10,"Azithromycin 500mg tablets"
"230941000033110",10,"Cefaclor 125mg/5ml oral suspension"
"230741000033112",10,"Cefaclor 125mg/5ml oral suspension sugar free"
"220441000033115",10,"Cefaclor 250mg capsules"
"231741000033119",10,"Cefaclor 250mg/5ml oral suspension"
"230841000033119",10,"Cefaclor 250mg/5ml oral suspension sugar free"
"227741000033114",10,"Cefaclor 375mg modified-release tablets"
"219741000033111",10,"Cefaclor 500mg capsules"
"227841000033116",10,"Cefaclor M/R tablets 500 mg"
"231041000033117",10,"Cefadroxil 125mg/5ml oral suspension"
"231541000033110",10,"Cefadroxil 250mg/5ml oral suspension"
"220541000033119",10,"Cefadroxil 500mg capsules"
"231641000033111",10,"Cefadroxil 500mg/5ml oral suspension"
"3084441000033119",10,"Cefalexin 125mg/5ml oral suspension"
"5747941000033119",10,"Cefalexin 125mg/5ml oral suspension sugar free"
"3084041000033111",10,"Cefalexin 250mg capsules"
"3084241000033115",10,"Cefalexin 250mg tablets"
"3084541000033118",10,"Cefalexin 250mg/5ml oral suspension"
"4373141000033119",10,"Cefalexin 250mg/5ml oral suspension sugar free"
"3084141000033110",10,"Cefalexin 500mg capsules"
"3084341000033113",10,"Cefalexin 500mg tablets"
"3084641000033117",10,"Cefalexin 500mg/5ml oral suspension"
"230041000033114",10,"Cefixime 100mg/5ml oral suspension"
"232741000033113",10,"Cefixime 200mg tablets"
"12395841000033112",10,"Cefixime 400mg tablets"
"3084741000033114",10,"Cefradine 250mg capsules"
"3085141000033111",10,"Cefradine 250mg/5ml oral solution"
"3084841000033116",10,"Cefradine 500mg capsules"
"228941000033111",10,"Cefuroxime 125mg granules sachets"
"235441000033111",10,"Cefuroxime 125mg tablets"
"230141000033113",10,"Cefuroxime 125mg/5ml oral suspension"
"233041000033118",10,"Cefuroxime 250mg tablets"
"2831741000033110",10,NA
"220741000033110",10,"Cephalexin Capsules 250 mg"
"220841000033117",10,NA
"221241000033111",10,"Cephalexin Chewable tablets 125 mg"
"221341000033118",10,"Cephalexin Chewable tablets 250 mg"
"227941000033112",10,NA
"228041000033110",10,NA
"228141000033114",10,NA
"228541000033117",10,"Cephalexin Paediatric drops 125 mg/1.25 ml"
"231141000033118",10,NA
"231241000033113",10,NA
"232041000033110",10,NA
"232141000033114",10,NA
"232241000033119",10,NA
"232641000033116",10,"Cephalexin Syrup 500mg/5 ml"
"1581441000033111",10,"Cephalexin Tablets 1 gram"
"234941000033119",10,NA
"235041000033119",10,NA
"259341000033118",10,"Ciprofloxacin 100mg tablets"
"260241000033112",10,"Ciprofloxacin 250mg tablets"
"1582941000033113",10,"Ciprofloxacin 250mg/5ml oral suspension"
"3834741000033115",10,"Ciprofloxacin 3mg/g eye ointment"
"258841000033116",10,"Ciprofloxacin 500mg tablets"
"259041000033115",10,"Ciprofloxacin 750mg tablets"
"259441000033112",10,"Ciproxin 100mg tablets (Bayer Plc)"
"259641000033114",10,"Ciproxin 250mg tablets (Bayer Plc)"
"1582841000033117",10,"Ciproxin 250mg/5ml oral suspension (Bayer Plc)"
"258741000033114",10,"Ciproxin 500mg tablets (Bayer Plc)"
"258941000033112",10,"Ciproxin 750mg tablets (Bayer Plc)"
"3838541000033117",10,"Clarithromycin 125mg granules straws"
"278241000033118",10,"Clarithromycin 125mg/5ml oral suspension"
"3838641000033116",10,"Clarithromycin 187.5mg granules straws"
"282141000033118",10,"Clarithromycin 250mg granules sachets"
"3838741000033113",10,"Clarithromycin 250mg granules straws"
"287441000033111",10,"Clarithromycin 250mg tablets"
"1830541000033112",10,"Clarithromycin 250mg/5ml oral suspension"
"277841000033115",10,"Clarithromycin 500mg modified-release tablets"
"285341000033110",10,"Clarithromycin 500mg tablets"
"330541000033110",10,"Co-amoxiclav 1000mg/200mg powder for solution for injection vials"
"5697041000033116",10,"Co-amoxiclav 125mg/31mg/5ml oral suspension"
"366941000033113",10,"Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free"
"317741000033113",10,"Co-amoxiclav 250mg/125mg dispersible tablets sugar free"
"370041000033115",10,"Co-amoxiclav 250mg/125mg tablets"
"5697141000033117",10,"Co-amoxiclav 250mg/62mg/5ml oral suspension"
"367041000033114",10,"Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free"
"367541000033116",10,"Co-amoxiclav 400mg/57mg/5ml oral suspension sugar free"
"330441000033114",10,"Co-amoxiclav 500mg/100mg powder for solution for injection vials"
"370141000033116",10,"Co-amoxiclav 500mg/125mg tablets"
"1594141000033117",10,"Co-amoxiclav 875mg/125mg tablets"
"317241000033119",10,"Co-Amoxiclav Dispersible tablets"
"359141000033110",10,"Co-Amoxiclav S/f junior suspension"
"359241000033115",10,"Co-Amoxiclav S/f paediatric suspension"
"369241000033113",10,"Co-Amoxiclav Tablets"
"3089341000033112",10,"Doxycycline 100mg capsules"
"3089441000033118",10,"Doxycycline 100mg dispersible tablets sugar free"
"3089541000033117",10,"Doxycycline 20mg tablets"
"5150141000033114",10,"Doxycycline 40mg modified-release capsules"
"1603241000033119",10,"Doxycycline 50mg capsules"
"7871241000033116",10,"Doxycycline 50mg/5ml oral suspension"
"472341000033113",10,NA
"472541000033118",10,NA
"473641000033113",10,NA
"7860041000033110",10,NA
"479441000033114",10,"Doxycycline Syrup 50 mg/5 ml"
"481941000033110",10,"Doxycycline Tablets 100 mg"
"2637041000033111",10,NA
"534241000033118",10,"Erythromycin 250mg gastro-resistant capsules"
"1924941000033118",10,"Erythromycin 250mg gastro-resistant tablets"
"1846041000033116",10,"Erythromycin 40mg/ml / Zinc acetate 12mg/ml lotion"
"537641000033110",10,"Erythromycin ethyl succinate 125mg/5ml oral suspension"
"537441000033113",10,"Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free"
"537741000033118",10,"Erythromycin ethyl succinate 250mg/5ml oral suspension"
"537541000033114",10,"Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free"
"538841000033112",10,"Erythromycin ethyl succinate 500mg tablets"
"537841000033111",10,"Erythromycin ethyl succinate 500mg/5ml oral suspension"
"537941000033115",10,"Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free"
"534341000033111",10,"Erythromycin Ethyl Succinate Granules 1 gram/sachet"
"534441000033117",10,"Erythromycin Ethyl Succinate Granules 125 mg/sachet"
"534541000033116",10,"Erythromycin Ethyl Succinate Granules 250 mg/sachet"
"534641000033115",10,"Erythromycin Ethyl Succinate Granules 500 mg/sachet"
"535741000033113",10,"Erythromycin Ethyl Succinate Mixture 125 mg/5 ml"
"535841000033115",10,"Erythromycin Ethyl Succinate Mixture 250 mg/5 ml"
"535941000033111",10,"Erythromycin Ethyl Succinate Mixture 500 mg/5 ml"
"536241000033114",10,"Erythromycin Paediatric suspension 125 mg/5 ml"
"536941000033117",10,"Erythromycin stearate 250mg tablets"
"13300741000033118",10,"Erythromycin stearate 500mg tablets"
"536841000033113",10,"Erythromycin Stearate tablets 500 mg"
"538341000033115",10,"Erythromycin Sugar free granules 250 mg/sachet"
"538541000033110",10,"Erythromycin Sugar free suspension 125mg/5ml"
"538641000033111",10,"Erythromycin Sugar free suspension 250mg/5ml"
"538441000033114",10,"Erythromycin Suspension 250 mg/5 ml"
"537041000033116",10,"Erythromycin Suspension 500 mg/5 ml"
"536741000033115",10,"Erythromycin Tablets 250 mg"
"540041000033119",10,"Erythromycin Tablets 500 mg"
"540141000033115",10,"Erythroped A 500mg tablets (Advanz Pharma)"
"536541000033111",10,"Erythroped A Sachets 1 gram/sachet"
"537241000033112",10,"Erythroped Forte SF 500mg/5ml oral suspension (Advanz Pharma)"
"534741000033112",10,"Erythroped Granules forte 500 mg/sachet"
"536041000033118",10,"Erythroped P.i. sachets 125 mg/sachet"
"536341000033116",10,"Erythroped P.i. suspension 125 mg/5 ml"
"536141000033119",10,"Erythroped PI SF 125mg/5ml oral suspension (Advanz Pharma)"
"536441000033110",10,"Erythroped Sachets 250 mg/sachet"
"537341000033119",10,"Erythroped SF 250mg/5ml oral suspension (Advanz Pharma)"
"538241000033113",10,"Erythroped Sugar free granules 250 mg/sachet"
"537141000033117",10,"Erythroped Suspension 250 mg/5 ml"
"805741000033118",10,"Klaricid 250mg tablets (Abbott Laboratories Ltd)"
"805441000033113",10,"Klaricid 500 tablets (Abbott Laboratories Ltd)"
"805341000033119",10,"Klaricid Adult 250mg granules sachets (Viatris UK Healthcare Ltd)"
"805141000033117",10,"Klaricid Paediatric 125mg/5ml oral suspension (Viatris UK Healthcare Ltd)"
"1830641000033113",10,"Klaricid Paediatric 250mg/5ml oral suspension (Viatris UK Healthcare Ltd)"
"804941000033116",10,"Klaricid XL 500mg tablets (Viatris UK Healthcare Ltd)"
"1626241000033115",10,"Levofloxacin 250mg tablets"
"1626341000033113",10,"Levofloxacin 500mg tablets"
"1626141000033110",10,"Levofloxacin 500mg/100ml solution for infusion vials"
"857741000033118",10,"Magnapen 250mg/250mg capsules (Wockhardt UK Ltd)"
"867741000033114",10,"Magnapen syrup (Wockhardt UK Ltd)"
"2890241000033119",10,"Moxifloxacin 400mg tablets"
"1044541000033118",10,"Penicillin V Capsules 250 mg"
"1051141000033110",10,NA
"1051241000033115",10,NA
"1051341000033113",10,"Penicillin V Elixir 62.5 mg/5 ml"
"1067741000033113",10,NA
"1064641000033111",10,"Penicillin Vk Tablets 250 mg"
"3914841000033111",10,"Suprax Capsules 400 mg"
"1698741000033115",10,"Tavanic 250mg tablets (Sanofi)"
"1698841000033113",10,"Tavanic 500mg tablets (Sanofi)"
"1698641000033112",10,"Tavanic 500mg/100ml solution for infusion vials (Sanofi)"
"1558241000033114",10,"Zinnat 125mg tablets (GlaxoSmithKline UK Ltd)"
"1557041000033117",10,"Zinnat 125mg/5ml oral suspension (GlaxoSmithKline UK Ltd)"
"1557341000033115",10,"Zinnat 250mg tablets (GlaxoSmithKline UK Ltd)"
"1556241000033110",10,"Zinnat Suspension 125mg granules sachets (GlaxoSmithKline UK Ltd)"
"2831841000033117",10,NA
"1557141000033118",10,"Zithromax 200mg/5ml oral suspension (Pfizer Ltd)"
"1553141000033111",10,"Zithromax 250mg capsules (Pfizer Ltd)"
"1713741000033116",10,"Zithromax 500mg tablets (Pfizer Ltd)"
"8029141000033118",10,NA
