"prodcodeid","termfromemis","groups","term"
"3080541000033110","beclometasone 250micrograms/dose breath actuated inhaler",6,"Beclometasone 250micrograms/dose breath actuated inhaler"
"3082441000033113","beclometasone 250micrograms/dose dry powder inhaler",6,"Beclometasone 250micrograms/dose dry powder inhaler"
"3080441000033114","beclometasone 250micrograms/dose inhaler",6,"Beclometasone 250micrograms/dose inhaler"
"3942941000033118","beclometasone 250micrograms/dose inhaler cfc free",6,"Beclometasone 250micrograms/dose inhaler CFC free"
"2725741000033112","beclometasone 400 cyclocaps (teva uk ltd)",6,"Beclometasone 400 Cyclocaps (Teva UK Ltd)"
"3081541000033116","beclometasone 400microgram inhalation powder blisters",6,"Beclometasone 400microgram inhalation powder blisters"
"3081241000033118","beclometasone 400microgram inhalation powder blisters with device",6,"Beclometasone 400microgram inhalation powder blisters with device"
"3081941000033110","beclometasone 400microgram inhalation powder capsules",6,"Beclometasone 400microgram inhalation powder capsules"
"3082541000033114","beclometasone 400micrograms/dose dry powder inhaler",6,"Beclometasone 400micrograms/dose dry powder inhaler"
"3080641000033111","beclometasone 50micrograms/dose breath actuated inhaler",6,"Beclometasone 50micrograms/dose breath actuated inhaler"
"3082941000033115","beclometasone 50micrograms/dose breath actuated inhaler cfc free",6,"Beclometasone 50micrograms/dose breath actuated inhaler CFC free"
"3082241000033112","beclometasone 50micrograms/dose dry powder inhaler",6,"Beclometasone 50micrograms/dose dry powder inhaler"
"3081841000033119","beclometasone 50micrograms/dose inhaler",6,"Beclometasone 50micrograms/dose inhaler"
"3082741000033118","beclometasone 50micrograms/dose inhaler cfc free",6,"Beclometasone 50micrograms/dose inhaler CFC free"
"5393341000033118","budelin novolizer 200micrograms/dose inhalation powder (mylan)",6,"Budelin Novolizer 200micrograms/dose inhalation powder (Viatris UK Healthcare Ltd)"
"5393441000033112","budelin novolizer 200micrograms/dose inhalation powder refill (mylan)",6,"Budelin Novolizer 200micrograms/dose inhalation powder refill (Viatris UK Healthcare Ltd)"
"3164341000033116","budesonide 100micrograms/dose / formoterol 6micrograms/dose dry powder inhaler",7,"Budesonide 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler"
"3871541000033110","budesonide 100micrograms/dose dry powder inhaler",6,"Budesonide 100micrograms/dose dry powder inhaler"
"4815041000033111","budesonide 100micrograms/dose inhaler cfc free",6,"Budesonide 100micrograms/dose inhaler CFC free"
"2726041000033117","budesonide 200 cyclocaps (teva uk ltd)",6,"Budesonide 200 Cyclocaps (Teva UK Ltd)"
"2725841000033119","budesonide 200microgram inhalation powder capsules",6,"Budesonide 200microgram inhalation powder capsules"
"3164441000033110","budesonide 200micrograms/dose / formoterol 6micrograms/dose dry powder inhaler",7,"Budesonide 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler"
"11707241000033115","budesonide 200micrograms/dose / formoterol 6micrograms/dose inhaler cfc free",7,"Budesonide 200micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free"
"3256341000033119","budesonide 200micrograms/dose dry powder inhalation cartridge",6,"Budesonide 200micrograms/dose dry powder inhalation cartridge"
"3141341000033112","budesonide 200micrograms/dose dry powder inhalation cartridge with device",6,"Budesonide 200micrograms/dose dry powder inhalation cartridge with device"
"3871641000033111","budesonide 200micrograms/dose dry powder inhaler",6,"Budesonide 200micrograms/dose dry powder inhaler"
"163741000033113","budesonide 200micrograms/dose inhaler",6,"Budesonide 200micrograms/dose inhaler"
"4815141000033110","budesonide 200micrograms/dose inhaler cfc free",6,"Budesonide 200micrograms/dose inhaler CFC free"
"169341000033114","budesonide 3mg gastro-resistant modified-release capsules",6,"Budesonide 3mg gastro-resistant modified-release capsules"
"2726141000033118","budesonide 400 cyclocaps (teva uk ltd)",6,"Budesonide 400 Cyclocaps (Teva UK Ltd)"
"2725941000033110","budesonide 400microgram inhalation powder capsules",6,"Budesonide 400microgram inhalation powder capsules"
"3164541000033111","budesonide 400micrograms/dose / formoterol 12micrograms/dose dry powder inhaler",7,"Budesonide 400micrograms/dose / Formoterol 12micrograms/dose dry powder inhaler"
"3871741000033119","budesonide 400micrograms/dose dry powder inhaler",6,"Budesonide 400micrograms/dose dry powder inhaler"
"163841000033115","budesonide 50micrograms/dose inhaler",6,"Budesonide 50micrograms/dose inhaler"
"1579841000033116","budesonide breath-actuated dry powder inhaler 100 micrograms/dose",6,"Budesonide Breath-Actuated Dry Powder Inhaler 100 micrograms/dose"
"1579941000033112","budesonide breath-actuated dry powder inhaler 200 micrograms/dose",6,"Budesonide Breath-Actuated Dry Powder Inhaler 200 micrograms/dose"
"1580041000033111","budesonide breath-actuated dry powder inhaler 400 micrograms/dose",6,NA
"2798441000033118","budesonide inhaler with spacer device 200 micrograms/dose",6,"Budesonide Inhaler with spacer device 200 micrograms/dose"
"171241000033113","budesonide refill canister 200 micrograms/dose",6,"Budesonide Refill canister 200 micrograms/dose"
"171341000033115","budesonide refill canister 50 micrograms/dose",6,"Budesonide Refill canister 50 micrograms/dose"
"171741000033119","budesonide spacer inhaler 200 micrograms/dose",6,"Budesonide Spacer inhaler 200 micrograms/dose"
"171641000033111","budesonide spacer inhaler 50 micrograms/dose",6,"Budesonide Spacer inhaler 50 micrograms/dose"
"174641000033114","budesonide turbohaler 100 micrograms/dose",6,"Budesonide Turbohaler 100 micrograms/dose"
"174441000033112","budesonide turbohaler 200 micrograms/dose",6,NA
"174541000033113","budesonide turbohaler 400 micrograms/dose",6,"Budesonide Turbohaler 400 micrograms/dose"
"4823241000033113","ciclesonide 160micrograms/dose inhaler cfc free",6,"Ciclesonide 160micrograms/dose inhaler CFC free"
"3227441000033112","ciclesonide 80micrograms/dose inhaler cfc free",6,"Ciclesonide 80micrograms/dose inhaler CFC free"
"3227541000033113","ciclesonide cfc-free inhaler 160 micrograms/actuation, 120 doses",6,"Ciclesonide Cfc-free inhaler 160 micrograms/actuation, 120 doses"
"3267641000033115","ciclesonide cfc-free inhaler 160 micrograms/actuation, 60 doses",6,"Ciclesonide Cfc-free inhaler 160 micrograms/actuation, 60 doses"
"3943341000033113","clenil modulite 100micrograms/dose inhaler (chiesi ltd)",6,"Clenil Modulite 100micrograms/dose inhaler (Chiesi Ltd)"
"3943441000033119","clenil modulite 200micrograms/dose inhaler (chiesi ltd)",6,"Clenil Modulite 200micrograms/dose inhaler (Chiesi Ltd)"
"3943641000033117","clenil modulite 250micrograms/dose inhaler (chiesi ltd)",6,"Clenil Modulite 250micrograms/dose inhaler (Chiesi Ltd)"
"3943041000033111","clenil modulite 50micrograms/dose inhaler (chiesi ltd)",6,"Clenil Modulite 50micrograms/dose inhaler (Chiesi Ltd)"
"12579441000033119","combisal 25micrograms/dose / 125micrograms/dose inhaler (aspire pharma ltd)",7,"Combisal 25micrograms/dose / 125micrograms/dose inhaler (Aspire Pharma Ltd)"
"12579541000033118","combisal 25micrograms/dose / 250micrograms/dose inhaler (aspire pharma ltd)",7,"Combisal 25micrograms/dose / 250micrograms/dose inhaler (Aspire Pharma Ltd)"
"12579341000033113","combisal 25micrograms/dose / 50micrograms/dose inhaler (aspire pharma ltd)",7,"Combisal 25micrograms/dose / 50micrograms/dose inhaler (Aspire Pharma Ltd)"
"9342741000033111","duoresp spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (teva uk ltd)",7,"DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Teva UK Ltd)"
"9342841000033118","duoresp spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (teva uk ltd)",7,"DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (Teva UK Ltd)"
"3343041000033119","easyhaler beclometasone 200micrograms/dose dry powder inhaler (orion pharma (uk) ltd)",6,"Easyhaler Beclometasone 200micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)"
"3871841000033112","easyhaler budesonide 100micrograms/dose dry powder inhaler (orion pharma (uk) ltd)",6,"Easyhaler Budesonide 100micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)"
"3871941000033116","easyhaler budesonide 200micrograms/dose dry powder inhaler (orion pharma (uk) ltd)",6,"Easyhaler Budesonide 200micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)"
"3872041000033110","easyhaler budesonide 400micrograms/dose dry powder inhaler (orion pharma (uk) ltd)",6,"Easyhaler Budesonide 400micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)"
"590841000033115","flixotide 100microgram disks (glaxosmithkline uk ltd)",6,"Flixotide 100microgram disks (GlaxoSmithKline UK Ltd)"
"581241000033110","flixotide 100microgram disks with diskhaler (glaxosmithkline uk ltd)",6,"Flixotide 100microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)"
"576741000033118","flixotide 100micrograms/dose accuhaler (glaxosmithkline uk ltd)",6,"Flixotide 100micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)"
"2067541000033118","flixotide 125micrograms/dose evohaler (glaxosmithkline uk ltd)",6,"Flixotide 125micrograms/dose Evohaler (GlaxoSmithKline UK Ltd)"
"590941000033111","flixotide 250microgram disks (glaxosmithkline uk ltd)",6,"Flixotide 250microgram disks (GlaxoSmithKline UK Ltd)"
"581341000033117","flixotide 250microgram disks with diskhaler (glaxosmithkline uk ltd)",6,"Flixotide 250microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)"
"576841000033111","flixotide 250micrograms/dose accuhaler (glaxosmithkline uk ltd)",6,"Flixotide 250micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)"
"2067641000033117","flixotide 250micrograms/dose evohaler (glaxosmithkline uk ltd)",6,"Flixotide 250micrograms/dose Evohaler (GlaxoSmithKline UK Ltd)"
"585741000033118","flixotide 25micrograms/dose inhaler (glaxosmithkline uk ltd)",6,"Flixotide 25micrograms/dose inhaler (GlaxoSmithKline UK Ltd)"
"591441000033110","flixotide 500microgram disks (glaxosmithkline uk ltd)",6,"Flixotide 500microgram disks (GlaxoSmithKline UK Ltd)"
"581841000033114","flixotide 500microgram disks with diskhaler (glaxosmithkline uk ltd)",6,"Flixotide 500microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)"
"577041000033119","flixotide 500micrograms/dose accuhaler (glaxosmithkline uk ltd)",6,"Flixotide 500micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)"
"591041000033118","flixotide 50microgram disks (glaxosmithkline uk ltd)",6,"Flixotide 50microgram disks (GlaxoSmithKline UK Ltd)"
"581441000033111","flixotide 50microgram disks with diskhaler (glaxosmithkline uk ltd)",6,"Flixotide 50microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)"
"576941000033115","flixotide 50micrograms/dose accuhaler (glaxosmithkline uk ltd)",6,"Flixotide 50micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)"
"2148541000033119","flixotide 50micrograms/dose evohaler (glaxosmithkline uk ltd)",6,"Flixotide 50micrograms/dose Evohaler (GlaxoSmithKline UK Ltd)"
"585641000033110","flixotide inhaler 125 micrograms/puff",6,"Flixotide Inhaler 125 micrograms/puff"
"586241000033117","flixotide inhaler 250 micrograms/puff",6,"Flixotide Inhaler 250 micrograms/puff"
"585841000033111","flixotide inhaler 50 micrograms/puff",6,"Flixotide Inhaler 50 micrograms/puff"
"12634941000033116","fluticasone 125micrograms/dose / formoterol 5micrograms/dose breath actuated inhaler cfc free",7,"Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free"
"8101741000033115","fluticasone 125micrograms/dose / formoterol 5micrograms/dose inhaler cfc free",7,"Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free"
"2067741000033114","fluticasone 125micrograms/dose inhaler cfc free",6,"Fluticasone 125micrograms/dose inhaler CFC free"
"8101841000033113","fluticasone 250micrograms/dose / formoterol 10micrograms/dose inhaler cfc free",7,"Fluticasone 250micrograms/dose / Formoterol 10micrograms/dose inhaler CFC free"
"2067841000033116","fluticasone 250micrograms/dose inhaler cfc free",6,"Fluticasone 250micrograms/dose inhaler CFC free"
"586041000033113","fluticasone 25micrograms/dose inhaler",6,"Fluticasone 25micrograms/dose inhaler"
"12635041000033116","fluticasone 50micrograms/dose / formoterol 5micrograms/dose breath actuated inhaler cfc free",7,"Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free"
"8101641000033112","fluticasone 50micrograms/dose / formoterol 5micrograms/dose inhaler cfc free",7,"Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free"
"2148441000033115","fluticasone 50micrograms/dose inhaler cfc free",6,"Fluticasone 50micrograms/dose inhaler CFC free"
"591141000033119","fluticasone propionate 100microgram inhalation powder blisters",6,"Fluticasone propionate 100microgram inhalation powder blisters"
"1914841000033115","fluticasone propionate 100microgram inhalation powder blisters with device",6,"Fluticasone propionate 100microgram inhalation powder blisters with device"
"1914441000033118","fluticasone propionate 100micrograms/dose dry powder inhaler",6,"Fluticasone propionate 100micrograms/dose dry powder inhaler"
"591241000033114","fluticasone propionate 250microgram inhalation powder blisters",6,"Fluticasone propionate 250microgram inhalation powder blisters"
"1914941000033111","fluticasone propionate 250microgram inhalation powder blisters with device",6,"Fluticasone propionate 250microgram inhalation powder blisters with device"
"1914541000033117","fluticasone propionate 250micrograms/dose dry powder inhaler",6,"Fluticasone propionate 250micrograms/dose dry powder inhaler"
"591541000033111","fluticasone propionate 500microgram inhalation powder blisters",6,"Fluticasone propionate 500microgram inhalation powder blisters"
"1915041000033111","fluticasone propionate 500microgram inhalation powder blisters with device",6,"Fluticasone propionate 500microgram inhalation powder blisters with device"
"1914641000033116","fluticasone propionate 500micrograms/dose dry powder inhaler",6,"Fluticasone propionate 500micrograms/dose dry powder inhaler"
"591341000033116","fluticasone propionate 50microgram inhalation powder blisters",6,"Fluticasone propionate 50microgram inhalation powder blisters"
"1914741000033113","fluticasone propionate 50microgram inhalation powder blisters with device",6,"Fluticasone propionate 50microgram inhalation powder blisters with device"
"1914341000033112","fluticasone propionate 50micrograms/dose dry powder inhaler",6,"Fluticasone propionate 50micrograms/dose dry powder inhaler"
"577141000033115","fluticasone propionate accuhaler 100 micrograms/dose",6,"Fluticasone Propionate Accuhaler 100 micrograms/dose"
"577241000033110","fluticasone propionate accuhaler 250 micrograms/dose",6,"Fluticasone Propionate Accuhaler 250 micrograms/dose"
"577341000033117","fluticasone propionate accuhaler 50 micrograms/dose",6,NA
"577441000033111","fluticasone propionate accuhaler 500 micrograms/dose",6,"Fluticasone Propionate Accuhaler 500 micrograms/dose"
"4164541000033114","fluticasone propionate aqueous nasal spray 50 micrograms/dose, 60 doses",6,"Fluticasone Propionate Aqueous nasal spray 50 micrograms/dose, 60 doses"
"581541000033112","fluticasone propionate disks with diskhaler 100 micrograms/dose",6,NA
"581641000033113","fluticasone propionate disks with diskhaler 250 micrograms/dose",6,NA
"581741000033116","fluticasone propionate disks with diskhaler 50 micrograms/dose",6,"Fluticasone Propionate Disks with diskhaler 50 micrograms/dose"
"581941000033118","fluticasone propionate disks with diskhaler 500 micrograms/puff",6,"Fluticasone Propionate Disks with diskhaler 500 micrograms/puff"
"585941000033115","fluticasone propionate inhaler 125 micrograms/puff",6,"Fluticasone Propionate Inhaler 125 micrograms/puff"
"586341000033110","fluticasone propionate inhaler 250 micrograms/puff",6,"Fluticasone Propionate Inhaler 250 micrograms/puff"
"586141000033112","fluticasone propionate inhaler 50 micrograms/puff",6,"Fluticasone Propionate Inhaler 50 micrograms/puff"
"8102041000033111","flutiform 125micrograms/dose / 5micrograms/dose inhaler (napp pharmaceuticals ltd)",7,"Flutiform 125micrograms/dose / 5micrograms/dose inhaler (Napp Pharmaceuticals Ltd)"
"8102141000033110","flutiform 250micrograms/dose / 10micrograms/dose inhaler (napp pharmaceuticals ltd)",7,"Flutiform 250micrograms/dose / 10micrograms/dose inhaler (Napp Pharmaceuticals Ltd)"
"8101941000033117","flutiform 50micrograms/dose / 5micrograms/dose inhaler (napp pharmaceuticals ltd)",7,"Flutiform 50micrograms/dose / 5micrograms/dose inhaler (Napp Pharmaceuticals Ltd)"
"12635141000033117","flutiform k-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler (napp pharmaceuticals ltd)",7,"Flutiform K-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler (Napp Pharmaceuticals Ltd)"
"12635241000033112","flutiform k-haler 50micrograms/dose / 5micrograms/dose breath actuated inhaler (napp pharmaceuticals ltd)",7,"Flutiform K-haler 50micrograms/dose / 5micrograms/dose breath actuated inhaler (Napp Pharmaceuticals Ltd)"
"12430741000033111","fobumix easyhaler 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (orion pharma (uk) ltd)",7,"Fobumix Easyhaler 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)"
"12403741000033110","fobumix easyhaler 320micrograms/dose / 9micrograms/dose dry powder inhaler (orion pharma (uk) ltd)",7,"Fobumix Easyhaler 320micrograms/dose / 9micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)"
"12434441000033111","fobumix easyhaler 80micrograms/dose / 4.5micrograms/dose dry powder inhaler (orion pharma (uk) ltd)",7,"Fobumix Easyhaler 80micrograms/dose / 4.5micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)"
"4418241000033117","fostair 100micrograms/dose / 6micrograms/dose inhaler (chiesi ltd)",7,"Fostair 100micrograms/dose / 6micrograms/dose inhaler (Chiesi Ltd)"
"10740141000033110","fostair 200micrograms/dose / 6micrograms/dose inhaler (chiesi ltd)",7,"Fostair 200micrograms/dose / 6micrograms/dose inhaler (Chiesi Ltd)"
"9537441000033115","fostair nexthaler 100micrograms/dose / 6micrograms/dose dry powder inhaler (chiesi ltd)",7,"Fostair NEXThaler 100micrograms/dose / 6micrograms/dose dry powder inhaler (Chiesi Ltd)"
"10735141000033116","fostair nexthaler 200micrograms/dose / 6micrograms/dose dry powder inhaler (chiesi ltd)",7,"Fostair NEXThaler 200micrograms/dose / 6micrograms/dose dry powder inhaler (Chiesi Ltd)"
"12529241000033119","fusacomb easyhaler 50micrograms/dose / 250micrograms/dose dry powder inhaler (orion pharma (uk) ltd)",7,"Fusacomb Easyhaler 50micrograms/dose / 250micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)"
"12529341000033112","fusacomb easyhaler 50micrograms/dose / 500micrograms/dose dry powder inhaler (orion pharma (uk) ltd)",7,"Fusacomb Easyhaler 50micrograms/dose / 500micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)"
"12530441000033112","kelhale 100micrograms/dose inhaler (cipla eu ltd)",6,"Kelhale 100micrograms/dose inhaler (Cipla EU Ltd)"
"12530541000033113","kelhale 50micrograms/dose inhaler (cipla eu ltd)",6,"Kelhale 50micrograms/dose inhaler (Cipla EU Ltd)"
"5811241000033111","mometasone 200micrograms/dose dry powder inhaler",6,"Mometasone 200micrograms/dose dry powder inhaler"
"5811341000033118","mometasone 400micrograms/dose dry powder inhaler",6,"Mometasone 400micrograms/dose dry powder inhaler"
"2872641000033111","mometasone furoate dry powder inhaler 200 micrograms/dose, 30 doses",6,"Mometasone Furoate Dry Powder Inhaler 200 micrograms/dose, 30 doses"
"2872841000033112","mometasone furoate dry powder inhaler 200 micrograms/dose, 60 doses",6,"Mometasone Furoate Dry Powder Inhaler 200 micrograms/dose, 60 doses"
"2872941000033116","mometasone furoate dry powder inhaler 400 micrograms/dose, 30 doses",6,"Mometasone Furoate Dry Powder Inhaler 400 micrograms/dose, 30 doses"
"2872741000033119","mometasone furoate dry powder inhaler 400 micrograms/dose, 60 doses",6,"Mometasone Furoate Dry Powder Inhaler 400 micrograms/dose, 60 doses"
"3141441000033118","novolizer budesonide inhalation cartridge + device 200 micrograms/dose, 100 doses",6,"Novolizer Budesonide Inhalation Cartridge + Device 200 micrograms/dose, 100 doses"
"3256441000033113","novolizer budesonide inhalation cartridge refill 200 micrograms/dose, 100 doses",6,"Novolizer Budesonide Inhalation Cartridge Refill 200 micrograms/dose, 100 doses"
"1145341000033116","pulmicort 100 turbohaler (astrazeneca uk ltd)",6,"Pulmicort 100 Turbohaler (AstraZeneca UK Ltd)"
"4815241000033115","pulmicort 100micrograms/dose inhaler cfc free (astrazeneca uk ltd)",6,"Pulmicort 100micrograms/dose inhaler CFC free (AstraZeneca UK Ltd)"
"1145141000033119","pulmicort 200 turbohaler (astrazeneca uk ltd)",6,"Pulmicort 200 Turbohaler (AstraZeneca UK Ltd)"
"1143041000033117","pulmicort 200micrograms/dose inhaler (astrazeneca uk ltd)",6,"Pulmicort 200micrograms/dose inhaler (AstraZeneca UK Ltd)"
"4815341000033113","pulmicort 200micrograms/dose inhaler cfc free (astrazeneca uk ltd)",6,"Pulmicort 200micrograms/dose inhaler CFC free (AstraZeneca UK Ltd)"
"2798341000033112","pulmicort 200micrograms/dose inhaler with nebuchamber (astrazeneca uk ltd)",6,"Pulmicort 200micrograms/dose inhaler with Nebuchamber (AstraZeneca UK Ltd)"
"1145241000033114","pulmicort 400 turbohaler (astrazeneca uk ltd)",6,"Pulmicort 400 Turbohaler (AstraZeneca UK Ltd)"
"1143141000033118","pulmicort ls 50micrograms/dose inhaler (astrazeneca uk ltd)",6,"Pulmicort LS 50micrograms/dose inhaler (AstraZeneca UK Ltd)"
"1144341000033117","pulmicort ls refill canister 50 micrograms/dose",6,"Pulmicort Ls Refill canister 50 micrograms/dose"
"1144241000033110","pulmicort refill canister 200 micrograms/dose",6,"Pulmicort Refill canister 200 micrograms/dose"
"1144841000033114","pulmicort spacer inhaler 200 micrograms/dose",6,"Pulmicort Spacer inhaler 200 micrograms/dose"
"1144941000033118","pulmicort spacer inhaler 50 micrograms/dose",6,"Pulmicort Spacer inhaler 50 micrograms/dose"
"1670741000033111","pulmicort turbohaler breath-actuated dry powder inhaler 100 micrograms/dose",6,"Pulmicort Turbohaler Breath-Actuated Dry Powder Inhaler 100 micrograms/dose"
"1670841000033118","pulmicort turbohaler breath-actuated dry powder inhaler 200 micrograms/dose",6,"Pulmicort Turbohaler Breath-Actuated Dry Powder Inhaler 200 micrograms/dose"
"1670941000033114","pulmicort turbohaler breath-actuated dry powder inhaler 400 micrograms/dose",6,"Pulmicort Turbohaler Breath-Actuated Dry Powder Inhaler 400 micrograms/dose"
"2623141000033115","pulvinal beclometasone dipropionate 100micrograms/dose dry powder inhaler (chiesi ltd)",6,"Pulvinal Beclometasone Dipropionate 100micrograms/dose dry powder inhaler (Chiesi Ltd)"
"2623241000033110","pulvinal beclometasone dipropionate 200micrograms/dose dry powder inhaler (chiesi ltd)",6,"Pulvinal Beclometasone Dipropionate 200micrograms/dose dry powder inhaler (Chiesi Ltd)"
"2623341000033117","pulvinal beclometasone dipropionate 400micrograms/dose dry powder inhaler (chiesi ltd)",6,"Pulvinal Beclometasone Dipropionate 400micrograms/dose dry powder inhaler (Chiesi Ltd)"
"1671341000033119","qvar 100 autohaler (teva uk ltd)",6,"Qvar 100 Autohaler (Teva UK Ltd)"
"1671141000033117","qvar 100 inhaler (teva uk ltd)",6,"Qvar 100 inhaler (Teva UK Ltd)"
"3199341000033119","qvar 100micrograms/dose easi-breathe inhaler (teva uk ltd)",6,"Qvar 100micrograms/dose Easi-Breathe inhaler (Teva UK Ltd)"
"1671241000033112","qvar 50 autohaler (teva uk ltd)",6,"Qvar 50 Autohaler (Teva UK Ltd)"
"1671041000033116","qvar 50 inhaler (teva uk ltd)",6,"Qvar 50 inhaler (Teva UK Ltd)"
"3199241000033112","qvar 50micrograms/dose easi-breathe inhaler (teva uk ltd)",6,"Qvar 50micrograms/dose Easi-Breathe inhaler (Teva UK Ltd)"
"8947041000033115","relvar ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler (glaxosmithkline uk ltd)",7,"Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)"
"8947141000033116","relvar ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler (glaxosmithkline uk ltd)",7,"Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)"
"12046641000033114","sereflo 25micrograms/dose / 125micrograms/dose inhaler (cipla eu ltd)",7,"Sereflo 25micrograms/dose / 125micrograms/dose inhaler (Cipla EU Ltd)"
"12046741000033117","sereflo 25micrograms/dose / 250micrograms/dose inhaler (cipla eu ltd)",7,"Sereflo 25micrograms/dose / 250micrograms/dose inhaler (Cipla EU Ltd)"
"1752141000033117","seretide 100 accuhaler (glaxosmithkline uk ltd)",7,"Seretide 100 Accuhaler (GlaxoSmithKline UK Ltd)"
"2147341000033110","seretide 125 evohaler (glaxosmithkline uk ltd)",7,"Seretide 125 Evohaler (GlaxoSmithKline UK Ltd)"
"1752241000033112","seretide 250 accuhaler (glaxosmithkline uk ltd)",7,"Seretide 250 Accuhaler (GlaxoSmithKline UK Ltd)"
"2147441000033116","seretide 250 evohaler (glaxosmithkline uk ltd)",7,"Seretide 250 Evohaler (GlaxoSmithKline UK Ltd)"
"2147241000033117","seretide 50 evohaler (glaxosmithkline uk ltd)",7,"Seretide 50 Evohaler (GlaxoSmithKline UK Ltd)"
"1752341000033119","seretide 500 accuhaler (glaxosmithkline uk ltd)",7,"Seretide 500 Accuhaler (GlaxoSmithKline UK Ltd)"
"10387141000033115","sirdupla 25micrograms/dose / 125micrograms/dose inhaler (mylan)",7,"Sirdupla 25micrograms/dose / 125micrograms/dose inhaler (Viatris UK Healthcare Ltd)"
"10387241000033110","sirdupla 25micrograms/dose / 250micrograms/dose inhaler (mylan)",7,"Sirdupla 25micrograms/dose / 250micrograms/dose inhaler (Viatris UK Healthcare Ltd)"
"12901441000033118","soprobec 100micrograms/dose inhaler (glenmark pharmaceuticals europe ltd)",6,"Soprobec 100micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd)"
"12901541000033117","soprobec 200micrograms/dose inhaler (glenmark pharmaceuticals europe ltd)",6,"Soprobec 200micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd)"
"12901641000033116","soprobec 250micrograms/dose inhaler (glenmark pharmaceuticals europe ltd)",6,"Soprobec 250micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd)"
"12901341000033112","soprobec 50micrograms/dose inhaler (glenmark pharmaceuticals europe ltd)",6,"Soprobec 50micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd)"
"12901741000033113","stalpex 50micrograms/dose / 500micrograms/dose dry powder inhaler (glenmark pharmaceuticals europe ltd)",7,"Stalpex 50micrograms/dose / 500micrograms/dose dry powder inhaler (Glenmark Pharmaceuticals Europe Ltd)"
"2587541000033118","symbicort 100/6 turbohaler (astrazeneca uk ltd)",7,"Symbicort 100/6 Turbohaler (AstraZeneca UK Ltd)"
"2587641000033117","symbicort 200/6 turbohaler (astrazeneca uk ltd)",7,"Symbicort 200/6 Turbohaler (AstraZeneca UK Ltd)"
"11707341000033113","symbicort 200micrograms/dose / 6micrograms/dose pressurised inhaler (astrazeneca uk ltd)",7,"Symbicort 200micrograms/dose / 6micrograms/dose pressurised inhaler (AstraZeneca UK Ltd)"
"2905641000033115","symbicort 400/12 turbohaler (astrazeneca uk ltd)",7,"Symbicort 400/12 Turbohaler (AstraZeneca UK Ltd)"
"5140741000033110","symbicort turbuhaler 160/4.5 micrograms/dose",7,NA
"8028941000033114","symbicort turbuhaler 320/9 micrograms/dose",7,NA
"5140541000033119","symbicort turbuhaler 80/4.5 micrograms/dose",7,NA
"12431141000033117","trelegy ellipta 92micrograms/dose / 55micrograms/dose / 22micrograms/dose dry powder inhaler (glaxosmithkline uk ltd)",8,"Trelegy Ellipta 92micrograms/dose / 55micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)"
