"medcodeid","originalreadcode","cleansedreadcode","snomedctconceptid","snomedctdescriptionid","term","JKQ","code_decision"
"6904491000006113","^ESCTRE690449","","417267003","2673128016","recommendation to gp to increase patient medication",0,""
"6909051000006111","^ESCTRE690905","","417589003","2673157017","recommendation to general practitioner to start patient medication",0,""
"8147741000006119","^ESCTGP814774","","418471000000109","1675531000000114","gp (general practitioner) out of hours service notified",0,""
"8151201000006116","^ESCTDI815120","","424191000000103","1675681000000114","discharge by co-operative gp (general practitioner)",0,""
"8151211000006118","^ESCTUN815121","","424201000000101","1675701000000111","under care of gp (general practitioner) locum",0,""
"851111000000118","8V007","8V00700","424211000000104","851111000000118","admission by gp registrar",0,""
"2691820014","9Nk7","9Nk7.00","428489000","2691820014","seen in respiratory clinic",1,"keep"
"2694708014","9N0u","9N0u.00","428658005","2694708014","seen in community respiratory clinic",1,"keep"
"7099791000006111","^ESCTTR709979","","429202003","2696015011","transfer of care to hospital",0,""
"8159511000006117","^ESCTSE815951","","437151000000103","1674931000000115","seen by gp (general practitioner) locum",0,""
"851081000000114","8V003","8V00300","437171000000107","851081000000114","admission by associate gp",0,""
"1678611000006115","38DD","38DD.00","439359009","2794284011","patients at risk of re-hospitalisation case finding tool",0,""
"1136711000000119","2JA","2JA..00","444952009","2871565017","medically fit to attend hospital appointment",0,""
"1823561000006119","EMISNQAD57","","449201000000100","1674411000000118","admission by assistant gp (general practitioner)",0,""
"2571671000006112","^ESCTHO257167","","4563007","7859016","hospital admission, transfer from other hospital or health care facility",0,""
"3244721000006119","^ESCTSE324472","","46111000","76880015","secondary care hospital",0,""
"851101000000115","8V006","8V00600","476981000000106","851101000000115","admission by gp locum",0,""
"1715141000006115","9kK0","9kK0.00","504571000000107","1153191000000117","choice and booking hospital appt cancelled by pt - esa",0,""
"1741761000006110","9kK1-1","9kK1.11","504601000000100","1153211000000118","choice & booking letter remind to make initial hospital appt",0,""
"1741771000006115","9kK2-1","9kK2.11","504631000000106","1153171000000116","choice & booking phone remind to make initial hospital appt",0,""
"1153141000000110","9kK3-1","9kK3.11","504661000000101","1153141000000110","failed to make choice and booking hospital appointment",0,""
"1123291000000114","8Ce2","8Ce2.00","505461000000103","1123291000000114","preferred place of care - community hospital",0,""
"1123351000000114","8Ce3","8Ce3.00","505491000000109","1123351000000114","preferred place of care - hospital",0,""
"3321091000006111","^ESCTHO332109","","50699000","84496015","hospital admission, short-term",0,""
"1126921000000114","8IAR-1","8IAR.11","507001000000104","1126921000000114","hospital referral declined",0,""
"3334511000006110","^ESCTHO333451","","51501005","85777014","hospital admission, parent, for in-hospital child care",0,""
"283437018","8FZ","8FZ..00","52052004","86649017","other rehabilitation nos",0,""
"3428861000006112","^ESCTHO342886","","57159002","95065012","hospital-based outpatient respiratory disease clinic",0,""
"1824251000006116","EMISNQPA164","","57976004","1824251000006116","patient transfer, in-hospital, service-to-service",0,""
"1232303012","03DC-1","03DC.11","62247001","1232303012","general practitioner",0,""
"499518017","9498","9498.00","63238001","499518017","dead on arrival at hospital",0,""
"7568211000006116","^ESCTRE756821","","702917005","3006515010","respiratory disease clinic",1,"keep"
"95461000006112","8HF-2","8HF..12","710112000","3043107011","transfer of care from hospital",0,""
"1562411000000110","8HE9","8HE9.00","712671000000101","1562411000000110","discharged from community hospital",0,""
"7699121000006117","^ESCTDI769912","","713049009","3287873011","died in community hospital",0,""
"1692731000006114","98A-z197","","714651000000102","1692731000006114","gp/chs-paed surveillance admin",0,""
"8216551000006116","^ESCTGP821655","","714951000000108","1566191000000113","gp/rf new patient check administration",0,""
"8217061000006114","^ESCTGP821706","","715421000000109","1567271000000116","gp ooh (general practitioner out of hours) service administration",0,""
"138941000000117","9h","9h...00","717081000000107","1569621000000110","exception reporting - gp contract quality indicators",0,""
"3696791000006119","^ESCTHO369679","","73607007","122228018","hospital admission, emergency, from emergency room",0,""
"1746581000000113","8IEB","8IEB.00","736085006","3516331017","referral to respiratory clinic declined",1,"keep"
"3516333019","^ESCT1166318","","736086007","3516333019","referral to respiratory clinic",1,"keep"
"339252019","9NY","9NY..00","749001000000101","1640711000000117","appointment",0,""
"11929451000006114","^ESCT1192945","","754221000000103","1661161000000119","gpcog (general practitioner assessment of cognition) patient examination",0,""
"12702651000006117","^ESCT1270265","","763287008","3638424017","review at hospital",0,""
"8240291000006115","^ESCTRE824029","","770411000000102","1719251000000116","referral to general practitioner out of hours service",0,""
"3779761000006116","^ESCTHO377976","","78680009","130558011","hospital admission, emergency, direct",0,""
"13484451000006114","^ESCT1348445","","788007007","3778409019","general practice service",0,""
"1763481000000112","9N2l0","9N2l000","788741000000103","1763481000000112","seen by respiratory nurse specialist",1,"keep"
"1763861000000118","13Zu","13Zu.00","788921000000108","1763861000000118","at risk of emergency hospital admission",0,""
"1765391000000118","133c","133c.00","789641000000103","1765391000000118","hospital at home patient",0,""
"481391000000110","8HkA","8HkA.00","790081000000109","1766321000000114","referral for general practice carer assessment",0,""
"1784381000006114","8Hkx","8Hkx.00","794471000000105","1776061000000112","referral to gp (general practitioner) assessment unit",0,""
"8256001000006116","^ESCTOU825600","","801541000000102","1792161000000116","outpatient clinic attendance - gp letter",0,""
"8259571000006112","^ESCTRE825957","","809371000000100","2112441000000116","referral to respiratory clinic",1,"keep"
"3828171000006117","^ESCTHO382817","","81672003","135478015","hospital admission, elective, without pre-admission work-up",0,""
"8268891000006113","^ESCTLI826889","","821301000000103","2138701000000118","liaison with gp (general practitioner)",0,""
"3837671000006112","^ESCTCH383767","","82242000","136413012","children's hospital",0,""
"13927251000006112","^ESCT1392725","","822952005","3866308016","at risk of emergency hospital admission",0,""
"2144141000000110","9NgL","9NgL.00","823801000000109","2144141000000110","under care of hospital admission prevention service",0,""
"2144251000000119","8HgN","8HgN.00","823851000000105","2144251000000119","discharge from hospital admission prevention service",0,""
"8277461000006112","^ESCTRE827746","","835091000000109","2169081000000110","referred by hospital outpatient department",0,""
"8277471000006117","^ESCTRE827747","","835101000000101","2169101000000116","referred by hospital ward",0,""
"841561000006117","EMISNQHO1","","841561000006101","841561000006117","hospital procedure",0,""
"2186461000000117","8H2X","8H2X.00","842951000000109","2186461000000117","emergency hospital admission from walk-in centre",0,""
"8287001000006110","^ESCTGP828700","","846951000000108","2196101000000113","gp referral",0,""
"8287021000006117","^ESCTGP828702","","846971000000104","2196141000000111","gp referral accept response",0,""
"8287031000006119","^ESCTGP828703","","846981000000102","2196161000000112","gp referral reject response",0,""
"851771000006115","EMISQRE21","","851771000006104","851771000006115","requires gp physical health review",0,""
"2639061000006119","^ESCTHO263906","","8715000","15373019","hospital admission, elective",0,""
"1883581000006119","38Gt0","38Gt000","878501000000100","2266871000000110","qadmissions risk of emergency hospital admission in next 12 months",0,""
"1883591000006116","38Gt1","38Gt100","878521000000109","2266911000000112","qadmissions risk of emergency hospital admission in next 30 days",0,""
"2300281000000117","9NjA","9NjA.00","893561000000100","2300281000000117","failed encounter - hospital appointment",0,""
"138851000000112","949B","949B.00","89671000000108","138851000000112","patient died in community hospital",0,""
"138921000000112","94Z3","94Z3.00","89751000000108","138921000000112","preferred place of death: community hospital",0,""
"905051000006111","EMISSPR600","","905051000006107","905051000006111","general practice referral",0,""
"907191000006111","HNG0215","","907191000006107","907191000006111","[rfc] pre-hospital assessment/advice",0,""
"910381000006112","HNGNQRF83","","910381000006108","910381000006112","[rfc] contact after hospital discharge/ a&e visit",0,""
"2343861000000113","9N3D1","9N3D100","911911000000100","2343861000000113","hospital discharge letter received",0,""
"1922891000006110","38Gt2","38Gt200","922491000000102","2367121000000110","qadmissions risk of emergency hospital admission in next 24 months",0,""
"2391861000000116","9NV4","9NV4.00","933601000000101","2391861000000116","post hospital discharge followed up within 3 days",0,""
"940551000006115","HMPNQOU1","","940551000006104","940551000006115","outstanding hospital or doctors appointments",0,""
"949761000006115","TRISDIS10","","949761000006104","949761000006115","admitted",0,""
"949781000006113","TRISDIS23","","949781000006109","949781000006113","admit other unit",0,""
"949801000006112","TRISDIS20","","949801000006108","949801000006112","admit medical centre/sickbay",0,""
"949831000006116","TRISDIS21","","949831000006100","949831000006116","admit dsca unit",0,""
"949841000006114","TRISDIS22","","949841000006105","949841000006114","admit civilian unit",0,""
"949961000006117","TRISDIS33","","949961000006101","949961000006117","date admit other unit",0,""
"950721000006118","TRISDIS44","","950721000006102","950721000006118","admitted service hospital",0,""
"950731000006115","TRISDIS45","","950731000006104","950731000006115","admitted civilian hospital",0,""
"950741000006113","TRISDIS46","","950741000006109","950741000006113","admitted civilian dsca unit",0,""
"950751000006110","TRISDIS47","","950751000006106","950751000006110","admitted other",0,""
"2444251000000115","8HEE","8HEE.00","958801000000109","2444251000000115","premature hospital discharge",0,""
"971111000006119","TRIQQIN11","","971111000006103","971111000006119","intervention - hospital admission",0,""
"971591000006117","RAFPURE1","","971591000006101","971591000006117","referral (intention to admit) j95/6",0,""
"971601000006113","RAFPUIN1","","971601000006109","971601000006113","intention to admit general medicine",0,""
"971691000006118","RAFPUIN2","","971691000006102","971691000006118","intention to admit general surgery",0,""
"971721000006111","RAFPUIN5","","971721000006107","971721000006111","intention to admit paediatric",0,""
"8033911000006118","^ESCTRE803391","","108161000000109","1685061000000115","referred by general practitioner",0,""
"8033931000006112","^ESCTRE803393","","108161000000109","1685071000000110","referred by gp (general practitioner)",0,""
"8034501000006110","^ESCTGE803450","","109341000000100","1767311000000117","general practitioner to general practitioner generated transaction",0,""
"8035131000006110","^ESCTAD803513","","110801000000101","1685181000000111","advice to gp (general practitioner) to stop patient medication",0,""
"157321000000113","67IL","67IL.00","110801000000101","1685191000000113","advice to general practitioner to stop patient medication",0,""
"13996431000006112","^ESCT1399643","","1325851000000107","2841281000000118","registration with general practitioner practice aligned to care home declined",0,""
"736561000006112","13F81","13F8100","160741006","250569018","long stay hospital inpatient",0,""
"675321000006110","68R","68R..00","171324002","265487018","new patient screening",0,""
"265488011","68R-1","68R..11","171324002","265488011","new patient health check",0,""
"12452921000006115","^ESCT1245292","","171431004","265638012","patient reviewed at hospital",0,""
"389151000006118","Eu432-3","Eu43213","17226007","29122012","[x]hospitalism in children",0,""
"283552011","8H2Z","8H2Z.00","183452005","283520011","admit hospital emergency nos",0,""
"462321000006111","8H22","8H22.00","183452005","283520011","admit surgical emergency unsp.",0,""
"462181000006113","8H21","8H21.00","183452005","283520011","admit medical emergency unsp.",0,""
"283527014","8H25","8H25.00","183458009","283527014","admit paediatric emergency",0,""
"12482161000006117","^ESCT1248216","","183458009","12482161000006117","admit paediatric emergency",0,""
"12761941000006115","^ESCT1276194","","183458009","3082919013","paediatric emergency hospital admission",0,""
"4723411000006114","^ESCTOR472341","","183461005","3082890012","orthopedic emergency hospital admission",0,""
"283553018","8H3","8H3..00","183481006","283553018","non-urgent hospital admission",0,""
"283677016","8H62","8H62.00","183561008","283677016","referral to g.p.",0,""
"4724811000006114","^ESCTRE472481","","183561008","2692804019","referral to general practitioner",0,""
"4724791000006110","^ESCTRE472479","","183561008","283676013","referral to gp",0,""
"283795013","8HC","8HC..00","183659006","283795013","refer to hospital casualty",0,""
"4725401000006112","^ESCTRE472540","","183662009","283799019","refer to hospital pediatrics casualty",0,""
"4725421000006119","^ESCTRE472542","","183664005","2913319013","refer to hospital outpatient department",0,""
"283803018","8HE","8HE..00","183665006","283803018","discharged from hospital",0,""
"608281000006119","8HG-1","8HG..11","183676005","283820019","death in hospital",0,""
"283859011","8HJZ","8HJZ.00","183687002","283832015","self-referral to hospital nos",0,""
"742171000006110","8HM","8HM..00","183767005","283959012","listed for admission to hospital",0,""
"283975010","8HMF","8HMF.00","183767005","283959012","listed for other medical admis",0,""
"284184015","8I54","8I54.00","183960004","284184015","patient refuses hospital admit",0,""
"4729021000006112","^ESCTPA472902","","183960004","3434594010","patient refuses hospital admission",0,""
"241251000006112","921","921..00","184172002","284474012","patient deregistered by gp",0,""
"4731011000006119","^ESCTAS473101","","184278005","284627012","asked for hospital death discharge letter",0,""
"285185014","9N11","9N11.00","185202000","285185014","seen in gp's surgery",0,""
"667121000000119","9N19-1","9N19.11","185210004","667121000000119","seen in accident and emergency department",0,""
"4733461000006114","^ESCTSE473346","","185211000","2883494012","seen in hospital outpatient department",0,""
"4734151000006117","^ESCTSE473415","","185278000","285280014","seen by gp",0,""
"285312012","9N2R","9N2R.00","185304001","285312012","seen by co-operative doctor",0,""
"4734791000006112","^ESCTAP473479","","185335007","2872617013","appointment canceled by hospital",0,""
"285353016","9N4A","9N4A.00","185335007","285353016","appt cancelled by hospital",0,""
"285374015","9N61","9N61.00","185359002","285374015","referred by another gp",0,""
"4734961000006118","^ESCTRE473496","","185360007","2770213012","referred by hospital doctor",0,""
"8052921000006119","^ESCTLE805292","","185561000000109","1678801000000112","letter actioned by general practitioner",0,""
"272671000000118","9NDG","9NDG.00","185561000000109","272671000000118","letter actioned by gp",0,""
"4766901000006118","^ESCTHO476690","","192065003","295515011","hospitalism",0,""
"8059041000006117","^ESCTSE805904","","199281000000101","1679571000000113","seen in gp (general practitioner) unit",0,""
"8059021000006112","^ESCTSE805902","","199281000000101","1679591000000112","seen in general practitioner unit",0,""
"1156751000000119","9RT1","9RT1.00","239531000000108","1156751000000119","patient transfer from hospital to hospital",0,""
"5475371000006112","^ESCTGP547537","","264358009","392781017","gp surgery",0,""
"397754013","13F8","13F8.00","266938001","397754013","hospital patient",0,""
"146851000006117","66S2","66S2.00","268529002","401544019","shared care - specialist and gp",0,""
"640231000006113","9116-1","9116.11","270059004","404961011","emergency treatment registration",0,""
"1488493012","9b72","9b72.00","288573005","428253010","community health care environment",0,""
"1488500019","9b7A","9b7A.00","288573005","428253010","other residential care home man voluntary/private agents",0,""
"1488495017","9b75","9b75.00","288573005","428253010","other voluntary or private hospital or nursing home",0,""
"517481000000119","9NC7","9NC7.00","294331000000109","517481000000119","discharge letter sent to general practitioner",0,""
"517551000000112","9NC8","9NC8.00","294361000000104","517551000000112","follow-up clinic letter sent to general practitioner",0,""
"8090761000006119","^ESCTFO809076","","294361000000104","1676671000000116","follow-up clinic letter sent to gp (general practitioner)",0,""
"5937781000006118","^ESCTAD593778","","305230000","2692897015","admission by general practitioner",0,""
"5939331000006111","^ESCTIC593933","","305351004","447748012","icu - admission to intensive care unit",0,""
"447747019","8H1","8H1..00","305351004","447747019","admit to intensive care unit",0,""
"5939301000006115","^ESCTAD593930","","305351004","447749016","admission to intensive care unit",0,""
"462351000006119","8H1-1","8H1..11","305351004","447746011","admit to itu",0,""
"5942801000006117","^ESCTUN594280","","305615004","448098017","under care of hospital-based physiotherapist",0,""
"5943131000006112","^ESCTSE594313","","305638001","448126010","seen by own gp",0,""
"5945001000006116","^ESCTSE594500","","305776000","448317016","seen by hospital occupational therapist",0,""
"5945071000006110","^ESCTSE594507","","305782002","448326018","seen by hospital-based physiotherapist",0,""
"5946121000006117","^ESCTSE594612","","305861001","3011791014","seen by hospital-based physiotherapy service",0,""
"5947281000006111","^ESCTRE594728","","305931005","448542012","referral from gp",0,""
"5947301000006110","^ESCTRE594730","","305932003","448544013","referral by own gp",0,""
"5952541000006115","^ESCTRE595254","","306172004","449089011","referral to hospital-based physiotherapy service",0,""
"5955241000006110","^ESCTRE595524","","306359005","449358015","referral to hospital-based physiotherapist",0,""
"5957731000006118","^ESCTDI595773","","306553007","449614013","discharge by hospital physiotherapist",0,""
"8099471000006113","^ESCTDI809947","","307451000000109","1677791000000114","discharged by gpwsi (general practitioner with special interest)",0,""
"451813010","8H7b","8H7b.00","308464000","451813010","refer to day hospital",0,""
"5984121000006117","^ESCTDI598412","","309039003","452370013","discharge status",0,""
"5988311000006116","^ESCTHO598831","","309395003","452800018","hospital specialist",0,""
"5988451000006110","^ESCTHO598845","","309402005","452811014","hospital physiotherapist",0,""
"5999991000006117","^ESCTRE599999","","310449005","454022011","referral to hospital",0,""
"6046731000006111","^ESCTDI604673","","314503007","2620522011","did not attend - hospital appointment",0,""
"458870014","9N4H","9N4H.00","314503007","458870014","dna hospital appointment",0,""
"6046701000006115","^ESCTDI604670","","314503007","2470229010","did not attend hospital appointment",0,""
"283592013","8H3Z","8H3Z.00","32485007","54238014","hospital admission",0,""
"3031631000006118","^ESCTOP303163","","33022008","485396012","opd - outpatients department",0,""
"3031621000006116","^ESCTHO303162","","33022008","485395011","hospital outpatients department",0,""
"1490716015","9c0B","9c0B.00","3457005","1490716015","referral",0,""
"397211016","8H7","8H7..00","3457005","1490716015","other referral",0,""
"2554171000006115","^ESCTPA255417","","3457005","6837014","patient referral",0,""
"680141000000110","8CAt","8CAt.00","360981000000109","680141000000110","advised to contact general practitioner",0,""
"264441016","6613","6613.00","390840006","1484873015","next hospital appointment",0,""
"6763251000006114","^ESCTEM676325","","408501008","3082978011","emergency hospital admission for copd (chronic obstructive pulmonary disease)",2,"maybe - project-specific"
"3171631000006112","^ESCTRE317163","","41672002","1229789015","respiratory physician",1,"keep"
"6896711000006113","^ESCTIN689671","","416754007","2553922018","inr ratio monitoring in family practice",0,""
"2549654011","67Ic","67Ic.00","417103009","2549654011","advice to gp to decrease patient medication",0,""
"2548216012","67Id","67Id.00","417267003","2548216012","advice to gp to increase patient medication",0,""
"6904511000006119","^ESCTRE690451","","417267003","2673127014","recommendation to general practitioner to increase patient medication",0,""
"2549801011","67Ie","67Ie.00","417589003","2549801011","advice to gp to start patient medication",0,""
"6909031000006116","^ESCTRE690903","","417589003","2673158010","recommendation to gp to start patient medication",0,""
"90551000000114","9e0","9e0..00","418471000000109","946441000000110","gp out of hours service notified",0,""
"1823571000006114","EMISNQAD58","","437171000000107","1674951000000110","admission by associate gp (general practitioner)",0,""
"967731000000117","8V002","8V00200","449201000000100","967731000000117","admission by assistant gp",0,""
"1153191000000117","9kK0-1","9kK0.11","504571000000107","1153191000000117","choice and booking appointment cancelled by patient",0,""
"1716301000006113","9kK1","9kK1.00","504601000000100","1153211000000118","choice and booking letter reminder to make initial hospital appointment",0,""
"1714511000006111","9kK2","9kK2.00","504631000000106","1153171000000116","choice and booking telephone reminder to make initial hospital appointment",0,""
"1714521000006115","9kK3","9kK3.00","504661000000101","1121131000000116","failed to make choice and booking hospital appointment - enhanced services administration",0,""
"1126871000000117","8IAR","8IAR.00","507001000000104","1126871000000117","referral to secondary care declined",0,""
"371681000000116","7P24","7P24.00","52052004","86646012","rehabilitation therapy",0,""
"349971000006115","ZV57z","ZV57z00","52052004","86646012","[v]unspecified care involving use of rehabilitation procedures",0,""
"461425019","ZVu3K","ZVu3K00","52052004","86646012","[x]care involving use of other rehabilitation procedures",0,""
"381821000000112","7P24z","7P24z00","52052004","86646012","rehabilitation for other disorders nos",0,""
"3343791000006112","^ESCTRE334379","","52052004","1494783011","rehabilitation care",0,""
"381801000000115","7P24y","7P24y00","52052004","86646012","other specified rehabilitation for other disorders",0,""
"283389010","8F","8F...00","52052004","86649017","rehabilitation",0,""
"460915012","ZV57","ZV57.00","52052004","86646012","[v]care involving use of rehabilitation procedures",0,""
"460924015","ZV578","ZV57800","52052004","86646012","[v]rehabilitation following other hospital encounter",0,""
"1560281000006110","7P2","7P2..00","52052004","213601000000113","rehabilitation - procedure",0,""
"343831000006114","ZV57y","ZV57y00","52052004","86646012","[v]other specified care involving use of rehabilitation procedures",0,""
"460922016","ZV576","ZV57600","52052004","86646012","[v]rehabilitation following surgery",0,""
"1846191000006113","9RT0","9RT0.00","57976004","96383017","patient transfer, in-hospital, service-to-service",0,""
"3511291000006114","^ESCTGP351129","","62247001","1232302019","gp - general practitioner",0,""
"800311000006110","03DC","03DC.00","62247001","103448011","family medicine specialist",0,""
"19521000000110","98A","98A..00","714651000000102","1565891000000112","fp/chs-paed surveillance admin",0,""
"8216291000006112","^ESCTFP821629","","714651000000102","1565891000000112","fp/chs paediatric surveillance form administration",0,""
"12002111000006112","^ESCT1200211","","763287008","3638423011","hospital review",0,""
"265638012","6A1","6A1..00","763287008","3638423011","review at hospital",0,""
"265639016","6A1-1","6A1..11","763287008","3638423011","reviewed at hospital",0,""
"8240301000006119","^ESCTRE824030","","770411000000102","1719261000000118","referral to gp (general practitioner) out of hours service",0,""
"2639071000006114","^ESCTHO263907","","8715000","15376010","hospital admission, planned",0,""
"1598501000006116","TRICPPA34","","1598501000006100","1598501000006116","date pt admitted (paeds)",0,""
"1598511000006118","TRICPPA35","","1598511000006102","1598511000006118","place to which pt admitted (paeds)",0,""
"1598551000006117","TRICPPA39","","1598551000006101","1598551000006117","hospital admission not required (paeds)",0,""
"4723331000006110","^ESCTPE472333","","183458009","3082842017","pediatric emergency hospital admission",0,""
"","","","","","",NA,""
