"medcodeid","diabetes","term"
"2159977011",1,"O/E - right eye proliferative diabetic retinopathy"
"975251000006111",1,"O/E - right eye stable treated proliferative diabetic retinopathy"
"2549896013",1,"O/E - sight threatening diabetic retinopathy"
"6515471000006118",1,"On examination - diabetic maculopathy absent both eyes"
"6515451000006111",1,NA
"6866421000006113",1,NA
"6546301000006118",1,NA
"6546341000006116",1,"On examination - Left diabetic foot at high risk"
"6546321000006111",1,"On examination - Left diabetic foot at low risk"
"6546411000006113",1,"On examination - Left diabetic foot at moderate risk"
"5975321000006113",1,NA
"6761801000006113",1,"On examination - left eye background diabetic retinopathy"
"6761841000006110",1,"On examination - left eye preproliferative diabetic retinopathy"
"6761881000006116",1,"On examination - left eye proliferative diabetic retinopathy"
"6866541000006117",1,"On examination - left eye stable treated proliferative diabetic retinopathy"
"6515431000006116",1,"On examination - no left diabetic retinopathy"
"6515391000006110",1,"On examination - no right diabetic retinopathy"
"6866781000006116",1,"On examination - right chronic diabetic foot ulcer"
"6546281000006117",1,"On examination - Right diabetic foot - ulcerated"
"6546261000006110",1,"On examination - Right diabetic foot at high risk"
"6546241000006111",1,"On examination - Right diabetic foot at low risk"
"6546431000006119",1,"On examination - Right diabetic foot at moderate risk"
"5975301000006115",1,NA
"6761781000006114",1,"On examination - right eye background diabetic retinopathy"
"6761821000006115",1,"On examination - right eye preproliferative diabetic retinopathy"
"6761861000006114",1,"On examination - right eye proliferative diabetic retinopathy"
"6866901000006111",1,"On examination - right eye stable treated proliferative diabetic retinopathy"
"6910411000006112",1,NA
"6968641000006111",1,NA
"2900941000006117",1,NA
"12725191000006116",1,NA
"292488013",1,"Coma associated with diabetes mellitus"
"292478012",1,"Other specified diabetes mellitus with ketoacidosis"
"13751000006117",1,"Other specified diabetes mellitus with multiple comps"
"13761000006115",1,"Other specified diabetes mellitus with neurological comps"
"13771000006110",1,"Other specified diabetes mellitus with ophthalmic complicatn"
"13781000006113",1,"Other specified diabetes mellitus with other spec comps"
"13791000006111",1,"Other specified diabetes mellitus with periph circ comps"
"292495016",1,"Other specified diabetes mellitus with renal complications"
"13811000006110",1,"Other specified diabetes mellitus with unspecified comps"
"2474726011",1,"Pan retinal photocoagulation for diabetes"
"6837961000006116",1,"Panretinal photocoagulation for diabetes"
"2159170012",1,"Patient on maximal tolerated therapy for diabetes"
"12189891000006110",1,"PDR - proliferative diabetic retinopathy"
"4392221000006118",1,"Peripheral angiopathy due to diabetes mellitus"
"12704411000006113",1,"Peripheral circulatory disorder associated with diabetes mellitus"
"6970621000006114",1,NA
"6985001000006110",1,NA
"6970631000006112",1,NA
"6985011000006113",1,NA
"8014491000006111",1,NA
"12335981000006115",1,NA
"12335991000006117",1,NA
"6959091000006114",1,NA
"6955501000006113",1,NA
"6981621000006113",1,NA
"12185431000006111",1,NA
"12363721000006110",1,NA
"12363731000006113",1,NA
"12185421000006113",1,"Polyneuropathy due to diabetes mellitus"
"7708121000006119",1,NA
"7708091000006118",1,NA
"214921000006116",1,"Polyneuropathy in diabetes"
"8012901000006117",1,NA
"8016601000006114",1,"Postpartum gestational diabetes mellitus"
"4771421000006116",1,"PPDR - Preproliferative diabetic retinopathy"
"4539551000006112",1,NA
"8033301000006115",1,NA
"8033291000006116",1,"Pre-existing diabetes mellitus in mother complicating childbirth"
"7500211000006117",1,"Pre-existing diabetes mellitus in pregnancy"
"306112011",1,"Pre-existing diabetes mellitus, insulin-dependent"
"306113018",1,"Pre-existing diabetes mellitus, non-insulin-dependent"
"213141000006111",1,"Pre-existing diabetes mellitus, unspecified"
"306114012",1,"Pre-existing malnutrition-related diabetes mellitus"
"2967831017",1,"Pre-existing type 1 diabetes mellitus in pregnancy"
"4796321000006113",1,"Pre-existing type 2 diabetes mellitus"
"11931861000006112",1,NA
"1988741000006117",1,"Pregnancy and non-insulin-dependent diabetes mellitus"
"887971000006115",1,"Preg.+ diabetes mellitus"
"5110001000006118",1,"Pregnancy and type 2 diabetes mellitus"
"12220681000006111",1,NA
"98476015",1,"Proliferative diabetic retinopathy"
"6022721000006112",1,"Proliferative diabetic retinopathy - high risk"
"12189901000006114",1,NA
"12189881000006112",1,NA
"96244016",1,"Protein-deficient diabetes mellitus"
"354509014",1,"Proteinuric diabetic nephropathy"
"12491551000006119",1,NA
"7861571000006116",1,NA
"1850931000006111",1,"Reason for influenza vaccine - diabetes mellitus"
"1776581000006117",1,"Reason for referral: Diabetes"
"1966441000006113",1,"Recommendation to self-refer for diabetes structured education"
"4392181000006110",1,NA
"6979991000006111",1,NA
"169731000006118",1,"Retinal abnormality - diabetes-related"
"12166101000006119",1,NA
"12332281000006119",1,NA
"12336541000006114",1,NA
"12166111000006116",1,"Retinopathy due to diabetes mellitus"
"12332271000006117",1,NA
"12336531000006116",1,NA
"857441000006114",1,"Right advanced diabetic retinal disease"
"857691000006119",1,"Right diabetic foot active ulceration"
"857721000006112",1,"Right diabetic foot high risk"
"857761000006118",1,"Right diabetic foot low current risk"
"857741000006117",1,"Right diabetic foot moderate risk"
"857431000006116",1,"Right diabetic maculopathy"
"857421000006119",1,"Right laser treated diabetic retinopathy"
"857971000006110",1,"Right non-proliferative diabetic retinopathy"
"857981000006113",1,"Right preproliferative diabetic retinopathy"
"857411000006110",1,"Right proliferative diabetic retinopathy"
"15518018",1,"Secondary diabetes mellitus"
"189721000000113",1,"Secondary diabetes mellitus without complication"
"12224751000006117",1,NA
"987441000006113",1,"Six month diabetic review"
"6985421000006113",1,NA
"127041000006110",1,"Steroid-induced diabetes"
"127051000006112",1,"Steroid-induced diabetes mellitus without complication"
"3636331010",1,NA
"12451081000006113",1,NA
"112841000006113",1,"Syndrome of infant of mother with gestational diabetes"
"197984010",1,"Type 1 diabetes mellitus"
"84281000006115",1,"Type 1 diabetes mellitus"
"84291000006117",1,"Type 1 diabetes mellitus - poor control"
"292548017",1,"Type 1 diabetes mellitus - poor control"
"2288041000000110",1,"Type 1 diabetes mellitus in remission"
"84301000006116",1,"Type 1 diabetes mellitus maturity onset"
"292553010",1,"Type 1 diabetes mellitus maturity onset"
"7287611000006113",1,"Type 1 diabetes mellitus uncontrolled"
"84311000006118",1,"Type 1 diabetes mellitus with arthropathy"
"459292011",1,"Type 1 diabetes mellitus with arthropathy"
"913901000006112",1,"Type 1 diabetes mellitus with diabetic cataract"
"84321000006114",1,"Type 1 diabetes mellitus with diabetic cataract"
"938301000006114",1,"Exudative maculopathy with type 1 diabetes mellitus"
"292541011",1,"Type 1 diabetes mellitus with gangrene"
"84331000006112",1,"Type 1 diabetes mellitus with gangrene"
"299601000000114",1,"Gastroparesis with type 1 diabetes mellitus"
"4757991000006116",1,NA
"459161015",1,"Type 1 diabetes mellitus with hypoglycaemic coma"
"84341000006119",1,"Type 1 diabetes mellitus with hypoglycaemic coma"
"6050081000006114",1,NA
"928501000006119",1,"Ketoacidosis in type 1 diabetes mellitus"
"928521000006112",1,"Ketoacidotic coma in type 1 diabetes mellitus"
"84351000006117",1,NA
"913781000006117",1,"Type 1 diabetes mellitus with mononeuropathy"
"84361000006115",1,"Type 1 diabetes mellitus with multiple complications"
"913541000006118",1,"Type 1 diabetes mellitus with multiple complications"
"84371000006110",1,"Type 1 diabetes mellitus with nephropathy"
"913841000006116",1,"Renal disorder associated with type 1 diabetes mellitus"
"913511000006117",1,"Type 1 diabetes mellitus with neurological complications"
"84381000006113",1,"Type 1 diabetes mellitus with neurological complications"
"459296014",1,"Type 1 diabetes mellitus with neuropathic arthropathy"
"84391000006111",1,"Type 1 diabetes mellitus with neuropathic arthropathy"
"913481000006113",1,"Type 1 diabetes mellitus with ophthalmic complications"
"84401000006113",1,"Type 1 diabetes mellitus with ophthalmic complications"
"913931000006116",1,"Type 1 diabetes mellitus with peripheral angiopathy"
"84411000006111",1,NA
"1780311019",1,"Type 1 diabetes mellitus with persistent microalbuminuria"
"928461000006119",1,"Persistent proteinuria associated with type 1 diabetes mellitus"
"84421000006115",1,"Type 1 diabetes mellitus with polyneuropathy"
"913811000006115",1,"Type 1 diabetes mellitus with polyneuropathy"
"913451000006117",1,"Type 1 diabetes mellitus with renal complications"
"84431000006117",1,"Type 1 diabetes mellitus with renal complications"
"913661000006118",1,"Retinopathy with type 1 diabetes mellitus"
"84441000006110",1,"Type 1 diabetes mellitus with retinopathy"
"84451000006112",1,"Type 1 diabetes mellitus with ulcer"
"292540012",1,"Type 1 diabetes mellitus with ulcer"
"84461000006114",1,"Type 1 diabetes mellitus without complication"
"457326014",1,"Type 1 diabetes mellitus without complication"
"1665751000000119",1,"Type 1 diabetic dietary review"
"84471000006119",1,"Type 2 diabetes mellitus"
"197761014",1,"Type 2 diabetes mellitus"
"84481000006116",1,"Type 2 diabetes mellitus - poor control"
"292590011",1,"Type II diabetes mellitus poorly controlled"
"2288071000000116",1,"Type 2 diabetes mellitus in remission"
"7281511000006118",1,"Type 2 diabetes mellitus uncontrolled"
"84491000006118",1,"Type 2 diabetes mellitus with arthropathy"
"459310018",1,"Type 2 diabetes mellitus with arthropathy"
"84501000006114",1,"Type 2 diabetes mellitus with diabetic cataract"
"914301000006111",1,"Type 2 diabetes mellitus with diabetic cataract"
"938321000006116",1,"Exudative maculopathy associated with type 2 diabetes mellitus"
"292583018",1,"Type 2 diabetes mellitus with gangrene"
"84511000006112",1,"Type 2 diabetes mellitus with gangrene"
"299621000000117",1,"Gastroparesis with type 2 diabetes mellitus"
"4758011000006112",1,"Type 2 diabetes mellitus with hyperosmolar coma"
"84521000006116",1,"Type 2 diabetes mellitus with hypoglycaemic coma"
"459167016",1,"Type 2 diabetes mellitus with hypoglycaemic coma"
"928581000006111",1,"Ketoacidosis in type 2 diabetes mellitus"
"928601000006118",1,"Ketoacidotic coma in type 2 diabetes mellitus"
"914221000006113",1,"Type 2 diabetes mellitus with mononeuropathy"
"84531000006118",1,"Type 2 diabetes mellitus with mononeuropathy"
"84541000006111",1,"Type 2 diabetes mellitus with multiple complications"
"292577016",1,"Type 2 diabetes mellitus with multiple complications"
"914261000006119",1,"Diabetes type 2 with nephropathy"
"84551000006113",1,"Type 2 diabetes mellitus with nephropathy"
"84561000006110",1,"Type 2 diabetes mellitus with neurological complications"
"914071000006115",1,"Neurologic disorder associated with type 2 diabetes mellitus"
"459313016",1,"Type 2 diabetes mellitus with neuropathic arthropathy"
"84571000006115",1,"Type 2 diabetes mellitus with neuropathic arthropathy"
"84581000006117",1,"Type 2 diabetes mellitus with ophthalmic complications"
"914051000006113",1,"Disorder of eye with type 2 diabetes mellitus"
"84591000006119",1,"Type 2 diabetes mellitus with peripheral angiopathy"
"459308015",1,"Type 2 diabetes mellitus with peripheral angiopathy"
"928561000006118",1,"Persistent microalbuminuria associated with type 2 diabetes mellitus"
"928541000006117",1,"Persistent proteinuria associated with type 2 diabetes mellitus"
"84601000006110",1,"Type 2 diabetes mellitus with polyneuropathy"
"914241000006118",1,"Polyneuropathy due to type 2 diabetes mellitus"
"914031000006118",1,"Renal disorder associated with type II diabetes mellitus"
"84611000006113",1,"Type 2 diabetes mellitus with renal complications"
"914151000006112",1,"Retinopathy with type 2 diabetes mellitus"
"84621000006117",1,"Type 2 diabetes mellitus with retinopathy"
"84631000006119",1,"Type 2 diabetes mellitus with ulcer"
"292579018",1,"Type 2 diabetes mellitus with ulcer"
"84641000006112",1,"Type 2 diabetes mellitus without complication"
"457329019",1,"Type 2 diabetes mellitus without complication"
"1665721000000112",1,"Type 2 diabetic dietary review"
"494564012",1,"Type I diabetes mellitus"
"84651000006114",1,"Type I diabetes mellitus"
"84661000006111",1,"Type I diabetes mellitus poorly controlled"
"292550013",1,"Type I diabetes mellitus - poor control"
"2288011000000114",1,"Type I diabetes mellitus in remission"
"292551012",1,"Type I diabetes mellitus maturity onset"
"84671000006116",1,"Type I diabetes mellitus maturity onset"
"7287621000006117",1,NA
"459294012",1,"Type I diabetes mellitus with arthropathy"
"84681000006118",1,"Type I diabetes mellitus with arthropathy"
"84691000006115",1,"Cataract due to diabetes mellitus type 1"
"913911000006110",1,"Type I diabetes mellitus with diabetic cataract"
"938311000006112",1,"Type I diabetes mellitus with exudative maculopathy"
"84701000006115",1,"Type I diabetes mellitus with gangrene"
"292543014",1,"Type I diabetes mellitus with gangrene"
"1667941000000112",1,"Type I diabetes mellitus with gastroparesis"
"84711000006117",1,"Type I diabetes mellitus with hypoglycaemic coma"
"459163017",1,"Type I diabetes mellitus with hypoglycaemic coma"
"6050061000006116",1,NA
"928511000006116",1,"Type I diabetes mellitus with ketoacidosis"
"928531000006110",1,"Type I diabetes mellitus with ketoacidotic coma"
"913791000006119",1,"Type I diabetes mellitus with mononeuropathy"
"84721000006113",1,"Mononeuropathy with type 1 diabetes mellitus"
"913551000006116",1,"Type I diabetes mellitus with multiple complications"
"84731000006111",1,"Multiple complications of type 1 diabetes mellitus"
"913851000006119",1,"Type I diabetes mellitus with nephropathy"
"84741000006118",1,"Type I diabetes mellitus with nephropathy"
"84751000006116",1,"Type I diabetes mellitus with neurological complications"
"913521000006113",1,"Neurological disorder with type 1 diabetes mellitus"
"459295013",1,NA
"84761000006119",1,"Type I diabetes mellitus with neuropathic arthropathy"
"913491000006111",1,"Type I diabetes mellitus with ophthalmic complications"
"84771000006114",1,"Disorder of eye with type 1 diabetes mellitus"
"84781000006112",1,"Type I diabetes mellitus with peripheral angiopathy"
"913941000006114",1,"Peripheral angiopathy due to type 1 diabetes mellitus"
"928491000006110",1,"Type I diabetes mellitus with persistent microalbuminuria"
"928471000006114",1,"Type I diabetes mellitus with persistent proteinuria"
"84791000006110",1,"Polyneuropathy due to diabetes mellitus type I"
"913821000006111",1,"Type I diabetes mellitus with polyneuropathy"
"84801000006111",1,"Type I diabetes mellitus with renal complications"
"913461000006115",1,"Type I diabetes mellitus with renal complications"
"913671000006113",1,"Type I diabetes mellitus with retinopathy"
"84811000006114",1,"Type I diabetes mellitus with retinopathy"
"292538019",1,"Type I diabetes mellitus with ulcer"
"84821000006118",1,"Type I diabetes mellitus with ulcer"
"457325013",1,"Type I diabetes mellitus without complication"
"84831000006115",1,"Type I diabetes mellitus without complication"
"1658861000000113",1,"Type I diabetic dietary review"
"84841000006113",1,"Type II diabetes mellitus"
"493774016",1,"Type II diabetes mellitus"
"84851000006110",1,"Type II diabetes mellitus - poor control"
"292589019",1,"Type II diabetes mellitus - poor control"
"2288061000000111",1,"Type II diabetes mellitus in remission"
"84861000006112",1,"Type II diabetes mellitus with arthropathy"
"459311019",1,"Type II diabetes mellitus with arthropathy"
"84871000006117",1,"Cataract due to diabetes mellitus type 2"
"914311000006114",1,"Type II diabetes mellitus with diabetic cataract"
"938331000006118",1,"Exudative maculopathy with type 2 diabetes mellitus"
"12489851000006117",1,NA
"84881000006119",1,"Type II diabetes mellitus with gangrene"
"292582011",1,"Type II diabetes mellitus with gangrene"
"1667921000000117",1,"Type II diabetes mellitus with gastroparesis"
"84891000006116",1,"Type II diabetes mellitus with hypoglycaemic coma"
"459169018",1,"Hypoglycaemic coma co-occurrent and due to diabetes mellitus type II"
"928591000006114",1,"Type II diabetes mellitus with ketoacidosis"
"928611000006115",1,"Ketoacidotic coma in type II diabetes mellitus"
"84901000006117",1,"Mononeuropathy with type 2 diabetes mellitus"
"914231000006111",1,"Type II diabetes mellitus with mononeuropathy"
"292576013",1,"Type II diabetes mellitus with multiple complications"
"84911000006119",1,"Type II diabetes mellitus with multiple complications"
"84921000006110",1,"Renal disorder due to type 2 diabetes mellitus"
"914271000006114",1,"Type II diabetes mellitus with nephropathy"
"84931000006113",1,"Neurological disorder with diabetes type 2"
"12702411000006115",1,NA
"914081000006117",1,"Type II diabetes mellitus with neurological complications"
"459312014",1,"Type II diabetes mellitus with neuropathic arthropathy"
"84941000006115",1,"Type II diabetes mellitus with neuropathic arthropathy"
"84951000006118",1,"Disorder of eye with type 2 diabetes mellitus"
"914061000006110",1,"Type II diabetes mellitus with ophthalmic complications"
"12702421000006111",1,NA
"459306016",1,"Type II diabetes mellitus with peripheral angiopathy"
"84961000006116",1,"Type II diabetes mellitus with peripheral angiopathy"
"928571000006113",1,"Type II diabetes mellitus with persistent microalbuminuria"
"928551000006115",1,"Type II diabetes mellitus with persistent proteinuria"
"84971000006111",1,"Type II diabetes mellitus with polyneuropathy"
"914251000006116",1,"Type II diabetes mellitus with polyneuropathy"
"84981000006114",1,"Type II diabetes mellitus with renal complications"
"914041000006111",1,"Type II diabetes mellitus with renal complications"
"914161000006114",1,"Type II diabetes mellitus with retinopathy"
"84991000006112",1,"Type II diabetes mellitus with retinopathy"
"292581016",1,"Type II diabetes mellitus with ulcer"
"85001000006117",1,"Type II diabetes mellitus with ulcer"
"85011000006119",1,"Type II diabetes mellitus without complication"
"457330012",1,"Type II diabetes mellitus without complication"
"1658901000000118",1,"Type II diabetic dietary review"
"2586731000000110",1,"Under care of community-based diabetes specialist nurse"
"2159956013",1,"Under care of diabetes specialist nurse"
"2159958014",1,"Under care of diabetic foot screener"
"2159955012",1,"Under care of diabetologist"
"2586691000000116",1,"Under care of hospital-based diabetes specialist nurse"
"264695015",1,"Understands diet - diabetes"
"292565014",1,"Diabetes mellitus with multiple complications"
"411891014",1,"Unstable diabetes"
"2683591000006110",1,"Unstable diabetes mellitus"
"72651000006114",1,"Unstable insulin dependent diabetes mellitus"
"429972014",1,"Unstable insulin dependent diabetes mellitus"
"429971019",1,"Unstable type 1 diabetes mellitus"
"72711000006117",1,"Unstable type 1 diabetes mellitus"
"429970018",1,"Unstable type I diabetes mellitus"
"72721000006113",1,"Unstable type I diabetes mellitus"
