"prodcodeid","productname","groups","dmdid","formulation","routeofadministration","drugsubstancename","substancestrength","bnfchapter","drugissues","termfromemis","term"
"1508041000033110","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL",4000000,"ventolin inhaler 100 micrograms/puff","Ventolin Inhaler 100 micrograms/puff"
"1510541000033116","Ventolin 200microgram Rotacaps",1,"3214211000001100","Inhalation powder","Inhalation","Salbutamol sulfate","200.000microgram","NULL",300000,"ventolin 200microgram rotacaps (glaxosmithkline uk ltd)","Ventolin 200microgram Rotacaps (GlaxoSmithKline UK Ltd)"
"12635041000033116","Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free",7,"35647611000001106","  Pressurised inhalation","Inhalation","Fluticasone propionate/ Formoterol fumarate dihydrate","50.000microgram/1.000dose + 5.000microgram/1.000dose","NULL",1000,"fluticasone 50micrograms/dose / formoterol 5micrograms/dose breath actuated inhaler cfc free","Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free"
"567541000033119","Fenoterol 200micrograms/dose inhaler",1,"4558411000001107"," Pressurised inhalation","Inhalation","Fenoterol hydrobromide","200.000microgram/1.000dose","NULL",10000,"fenoterol 200micrograms/dose inhaler","Fenoterol 200micrograms/dose inhaler"
"10735141000033116","Fostair NEXThaler 200micrograms/dose / 6micrograms/dose dry powder inhaler",7,"31063111000001106","Inhalation powder","Inhalation","Beclometasone dipropionate/ Formoterol fumarate dihydrate","200.000microgram/1.000dose + 6.000microgram/1.000dose","NULL",200000,"fostair nexthaler 200micrograms/dose / 6micrograms/dose dry powder inhaler (chiesi ltd)","Fostair NEXThaler 200micrograms/dose / 6micrograms/dose dry powder inhaler (Chiesi Ltd)"
"581941000033118","NULL",9,"NULL","NULL","NULL","NULL","NULL","NULL",6,"fluticasone propionate disks with diskhaler 500 micrograms/puff","Fluticasone Propionate Disks with diskhaler 500 micrograms/puff"
"2725541000033116","Beclometasone 100 Cyclocaps",9,"3189711000001107","Inhalation powder","Inhalation","Beclometasone dipropionate","100.000microgram","NULL",400,"beclometasone 100 cyclocaps (teva uk ltd)","Beclometasone 100 Cyclocaps (Teva UK Ltd)"
"591141000033119","Fluticasone propionate 100microgram inhalation powder blisters",9,"36059211000001108","Inhalation powder","Inhalation","Fluticasone propionate","100.000microgram","3020000",30000,"fluticasone propionate 100microgram inhalation powder blisters","Fluticasone propionate 100microgram inhalation powder blisters"
"2623141000033115","Pulvinal Beclometasone Dipropionate 100micrograms/dose dry powder inhaler",9,"3112911000001102","Inhalation powder","Inhalation","Beclometasone dipropionate","100.000microgram/1.000dose","3020000",20000,"pulvinal beclometasone dipropionate 100micrograms/dose dry powder inhaler (chiesi ltd)","Pulvinal Beclometasone Dipropionate 100micrograms/dose dry powder inhaler (Chiesi Ltd)"
"46841000033112","NULL",13,"NULL","NULL","NULL","NULL","NULL","NULL",1000,"amoxil dispersible tablets 500 mg","Amoxil Dispersible tablets 500 mg"
"1752141000033117","Seretide 100 Accuhaler",7,"3186911000001100","Inhalation powder","Inhalation","Fluticasone propionate/ Salmeterol xinafoate","100.000microgram/1.000dose + 50.000microgram/1.000dose","3020000",900000,"seretide 100 accuhaler (glaxosmithkline uk ltd)","Seretide 100 Accuhaler (GlaxoSmithKline UK Ltd)"
"2086541000033119","Salamol 100micrograms/dose inhaler CFC free",1,"106511000001103"," Pressurised inhalation","Inhalation","Salbutamol sulfate","100.000microgram/1.000dose","3010101",1000000,"salamol 100micrograms/dose inhaler cfc free (teva uk ltd)","Salamol 100micrograms/dose inhaler CFC free (Teva UK Ltd)"
"2148541000033119","Flixotide 50micrograms/dose Evohaler",9,"726611000001102"," Pressurised inhalation","Inhalation","Fluticasone propionate","50.000microgram/1.000dose","3020000",100000,"flixotide 50micrograms/dose evohaler (glaxosmithkline uk ltd)","Flixotide 50micrograms/dose Evohaler (GlaxoSmithKline UK Ltd)"
"577441000033111","NULL",9,"NULL","NULL","NULL","NULL","NULL","NULL",90,"fluticasone propionate accuhaler 500 micrograms/dose","Fluticasone Propionate Accuhaler 500 micrograms/dose"
"22741000033118","Airomir 100micrograms/dose inhaler",1,"597011000001101"," Pressurised inhalation","Inhalation","Salbutamol sulfate","100.000microgram/1.000dose","3010101",400000,"airomir 100micrograms/dose inhaler (teva uk ltd)","Airomir 100micrograms/dose inhaler (Teva UK Ltd)"
"591041000033118","Flixotide 50microgram disks",9,"3100811000001109","Inhalation powder","Inhalation","Fluticasone propionate","50.000microgram","3020000",10000,"flixotide 50microgram disks (glaxosmithkline uk ltd)","Flixotide 50microgram disks (GlaxoSmithKline UK Ltd)"
"259441000033112","Ciproxin 100mg tablets",13,"162511000001103","Tablet","Oral","Ciprofloxacin hydrochloride","100.000mg","5011200",3000,"ciproxin 100mg tablets (bayer plc)","Ciproxin 100mg tablets (Bayer Plc)"
"1579841000033116","NULL",9,"NULL","NULL","NULL","NULL","NULL","NULL",60,"budesonide breath-actuated dry powder inhaler 100 micrograms/dose","Budesonide Breath-Actuated Dry Powder Inhaler 100 micrograms/dose"
"10589141000033112","Tiotropium bromide 2.5micrograms/dose / Olodaterol 2.5micrograms/dose solution for inhalation cartridge with device CFC free",8,"29987211000001108"," Inhalation solution","Inhalation","Olodaterol hydrochloride/ Tiotropium bromide","2.500microgram/1.000dose + 2.500microgram/1.000dose","3010400",20000,"tiotropium bromide 2.5micrograms/dose / olodaterol 2.5micrograms/dose solution for inhalation cartridge with device cfc free","Tiotropium bromide 2.5micrograms/dose / Olodaterol 2.5micrograms/dose solution for inhalation cartridge with device CFC free"
"3082841000033111","Beclometasone 100micrograms/dose inhaler CFC free",9,"35908111000001105"," Pressurised inhalation","Inhalation","Beclometasone dipropionate","100.000microgram/1.000dose","3020000",600000,"beclometasone 100micrograms/dose inhaler cfc free","Beclometasone 100micrograms/dose inhaler CFC free"
"1751341000033111","Salbutamol 100micrograms/dose breath actuated inhaler CFC free",1,"39112711000001103"," Pressurised inhalation","Inhalation","Salbutamol sulfate","100.000microgram/1.000dose","3010101",5000000,"salbutamol 100micrograms/dose breath actuated inhaler cfc free","Salbutamol 100micrograms/dose breath actuated inhaler CFC free"
"8101641000033112","Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free",7,"21113911000001100"," Pressurised inhalation","Inhalation","Fluticasone propionate/ Formoterol fumarate dihydrate","50.000microgram/1.000dose + 5.000microgram/1.000dose","3020000",40000,"fluticasone 50micrograms/dose / formoterol 5micrograms/dose inhaler cfc free","Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free"
"2623241000033110","Pulvinal Beclometasone Dipropionate 200micrograms/dose dry powder inhaler",9,"3113411000001101","Inhalation powder","Inhalation","Beclometasone dipropionate","200.000microgram/1.000dose","3020000",20000,"pulvinal beclometasone dipropionate 200micrograms/dose dry powder inhaler (chiesi ltd)","Pulvinal Beclometasone Dipropionate 200micrograms/dose dry powder inhaler (Chiesi Ltd)"
"1250241000033117","Salbutamol 400microgram inhalation powder blisters",1,"35936811000001106","Inhalation powder","Inhalation","Salbutamol sulfate","400.000microgram","NULL",300000,"salbutamol 400microgram inhalation powder blisters","Salbutamol 400microgram inhalation powder blisters"
"8101941000033117","Flutiform 50micrograms/dose / 5micrograms/dose inhaler",7,"21020611000001104"," Pressurised inhalation","Inhalation","Fluticasone propionate/ Formoterol fumarate dihydrate","50.000microgram/1.000dose + 5.000microgram/1.000dose","3020000",100000,"flutiform 50micrograms/dose / 5micrograms/dose inhaler (napp pharmaceuticals ltd)","Flutiform 50micrograms/dose / 5micrograms/dose inhaler (Napp Pharmaceuticals Ltd)"
"1131941000033119","Prednisolone 5mg tablets",11,"325427002","Tablet","Oral","Prednisolone","5.000mg","1050000",10000000,"prednisolone 5mg tablets","Prednisolone 5mg tablets"
"8947041000033115","Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler",7,"23621711000001102","Inhalation powder","Inhalation","Fluticasone furoate/ Vilanterol","184.000microgram/1.000dose + 22.000microgram/1.000dose","3020000",200000,"relvar ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler (glaxosmithkline uk ltd)","Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)"
"1132141000033112","NULL",11,"NULL","NULL","NULL","NULL","NULL","NULL",20000,"prednisone tablets 5 mg","Prednisone Tablets 5 mg"
"586341000033110","NULL",9,"NULL","NULL","NULL","NULL","NULL","NULL",400000,"fluticasone propionate inhaler 250 micrograms/puff","Fluticasone Propionate Inhaler 250 micrograms/puff"
"805441000033113","Klaricid 500 tablets",13,"463111000001102","Tablet","Oral","Clarithromycin","500.000mg","1030500",20000,"klaricid 500 tablets (abbott laboratories ltd)","Klaricid 500 tablets (Abbott Laboratories Ltd)"
"1044541000033118","NULL",13,"NULL","NULL","NULL","NULL","NULL","NULL",90000,"penicillin v capsules 250 mg","Penicillin V Capsules 250 mg"
"1670941000033114","NULL",9,"NULL","NULL","NULL","NULL","NULL","NULL",20,"pulmicort turbohaler breath-actuated dry powder inhaler 400 micrograms/dose","Pulmicort Turbohaler Breath-Actuated Dry Powder Inhaler 400 micrograms/dose"
"1558241000033114","Zinnat 125mg tablets",13,"228011000001102","Tablet","Oral","Cefuroxime axetil","125.000mg","5010201",3000,"zinnat 125mg tablets (glaxosmithkline uk ltd)","Zinnat 125mg tablets (GlaxoSmithKline UK Ltd)"
"5393141000033116","Salbulin Novolizer 100micrograms/dose inhalation powder",1,"13533511000001104","Inhalation powder","Inhalation","Salbutamol sulfate","100.000microgram/1.000dose","3010101",4000,"salbulin novolizer 100micrograms/dose inhalation powder (mylan)","Salbulin Novolizer 100micrograms/dose inhalation powder (Viatris UK Healthcare Ltd)"
"1671241000033112","Qvar 50 Autohaler",9,"3177411000001102"," Pressurised inhalation","Inhalation","Beclometasone dipropionate","50.000microgram/1.000dose","3020000",300000,"qvar 50 autohaler (teva uk ltd)","Qvar 50 Autohaler (Teva UK Ltd)"
"369241000033113","NULL",13,"NULL","NULL","NULL","NULL","NULL","NULL",100000,"co-amoxiclav tablets","Co-Amoxiclav Tablets"
"1228441000033118","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL",4000,"salbutamol cyclocaps 400 micrograms","Salbutamol Cyclocaps 400 micrograms"
"11707241000033115","Budesonide 200micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free",7,"32960711000001105"," Pressurised inhalation","Inhalation","Budesonide/ Formoterol fumarate dihydrate","200.000microgram/1.000dose + 6.000microgram/1.000dose","NULL",5000,"budesonide 200micrograms/dose / formoterol 6micrograms/dose inhaler cfc free","Budesonide 200micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free"
"1698741000033115","Tavanic 250mg tablets",13,"3077511000001109","Tablet","Oral","Levofloxacin hemihydrate","250.000mg","5011200",2000,"tavanic 250mg tablets (sanofi)","Tavanic 250mg tablets (Sanofi)"
"4270641000033112","Tiotropium bromide 2.5micrograms/dose solution for inhalation cartridge with device CFC free",10,"12197411000001102"," Inhalation solution","Inhalation","Tiotropium bromide","2.500microgram/1.000dose","3010200",1000000,"tiotropium bromide 2.5micrograms/dose solution for inhalation cartridge with device cfc free","Tiotropium bromide 2.5micrograms/dose solution for inhalation cartridge with device CFC free"
"1699041000033114","Terbutaline 500micrograms/dose dry powder inhaler",1,"35916311000001106","Inhalation powder","Inhalation","Terbutaline sulfate","500.000microgram/1.000dose","3010101",4000000,"terbutaline 500micrograms/dose dry powder inhaler","Terbutaline 500micrograms/dose dry powder inhaler"
"171241000033113","NULL",9,"NULL","NULL","NULL","NULL","NULL","NULL",40000,"budesonide refill canister 200 micrograms/dose","Budesonide Refill canister 200 micrograms/dose"
"259641000033114","Ciproxin 250mg tablets",13,"455911000001109","Tablet","Oral","Ciprofloxacin hydrochloride","250.000mg","5011200",200000,"ciproxin 250mg tablets (bayer plc)","Ciproxin 250mg tablets (Bayer Plc)"
"3942941000033118","Beclometasone 250micrograms/dose inhaler CFC free",9,"10621111000001100"," Pressurised inhalation","Inhalation","Beclometasone dipropionate","250.000microgram/1.000dose","3020000",40000,"beclometasone 250micrograms/dose inhaler cfc free","Beclometasone 250micrograms/dose inhaler CFC free"
"1714241000033112","Airomir 100micrograms/dose Autohaler",1,"3214311000001108"," Pressurised inhalation","Inhalation","Salbutamol sulfate","100.000microgram/1.000dose","3010101",500000,"airomir 100micrograms/dose autohaler (teva uk ltd)","Airomir 100micrograms/dose Autohaler (Teva UK Ltd)"
"567841000033117","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL",4000,"fenoterol hydrobromide inhaler 100 micrograms/puff","Fenoterol Hydrobromide Inhaler 100 micrograms/puff"
"282141000033118","Clarithromycin 250mg granules sachets",13,"324248006","Granules","Oral","Clarithromycin","250.000mg","5010500",10000,"clarithromycin 250mg granules sachets","Clarithromycin 250mg granules sachets"
"4815141000033110","Budesonide 200micrograms/dose inhaler CFC free",9,"15374611000001106"," Pressurised inhalation","Inhalation","Budesonide","200.000microgram/1.000dose","NULL",10000,"budesonide 200micrograms/dose inhaler cfc free","Budesonide 200micrograms/dose inhaler CFC free"
"4815241000033115","Pulmicort 100micrograms/dose inhaler CFC free",9,"14951111000001102"," Pressurised inhalation","Inhalation","Budesonide","100.000microgram/1.000dose","NULL",3000,"pulmicort 100micrograms/dose inhaler cfc free (astrazeneca uk ltd)","Pulmicort 100micrograms/dose inhaler CFC free (AstraZeneca UK Ltd)"
"9342841000033118","DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler",7,"25254711000001106","Inhalation powder","Inhalation","Budesonide/ Formoterol fumarate dihydrate","400.000microgram/1.000dose + 12.000microgram/1.000dose","3020000",500000,"duoresp spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (teva uk ltd)","DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (Teva UK Ltd)"
"2872941000033116","NULL",9,"NULL","NULL","NULL","NULL","NULL","NULL",5000,"mometasone furoate dry powder inhaler 400 micrograms/dose, 30 doses","Mometasone Furoate Dry Powder Inhaler 400 micrograms/dose, 30 doses"
"3082541000033114","Beclometasone 400micrograms/dose dry powder inhaler",9,"35909111000001103","Inhalation powder","Inhalation","Beclometasone dipropionate","400.000microgram/1.000dose","3020000",20000,"beclometasone 400micrograms/dose dry powder inhaler","Beclometasone 400micrograms/dose dry powder inhaler"
"1752241000033112","Seretide 250 Accuhaler",7,"3187211000001106","Inhalation powder","Inhalation","Fluticasone propionate/ Salmeterol xinafoate","250.000microgram/1.000dose + 50.000microgram/1.000dose","3020000",2000000,"seretide 250 accuhaler (glaxosmithkline uk ltd)","Seretide 250 Accuhaler (GlaxoSmithKline UK Ltd)"
"55941000033112","Amoxil 125mg/5ml syrup sucrose free",13,"234411000001104","Oral suspension","Oral","Amoxicillin trihydrate","25.000mg/1.000ml","NULL",500000,"amoxil 125mg/5ml syrup sucrose free (glaxosmithkline uk ltd)","Amoxil 125mg/5ml syrup sucrose free (GlaxoSmithKline UK Ltd)"
"367041000033114","Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free",13,"37083611000001104","Oral suspension","Oral","Amoxicillin trihydrate/ Potassium clavulanate","50.000mg/1.000ml + 12.500mg/1.000ml","5010103",500000,"co-amoxiclav 250mg/62mg/5ml oral suspension sugar free","Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free"
"1846041000033116","Erythromycin 40mg/ml / Zinc acetate 12mg/ml lotion",13,"332347007","Liquid","Cutaneous","Erythromycin/ Zinc acetate","40.000mg/1.000ml + 12.000mg/1.000ml","13060100",2000000,"erythromycin 40mg/ml / zinc acetate 12mg/ml lotion","Erythromycin 40mg/ml / Zinc acetate 12mg/ml lotion"
"96941000033113","Azithromycin 250mg capsules",13,"324252006","Capsule","Oral","Azithromycin dihydrate","250.000mg","5010500",500000,"azithromycin 250mg capsules","Azithromycin 250mg capsules"
"1423441000033112","Terbutaline 250micrograms/dose inhaler with spacer",1,"35916111000001109"," Pressurised inhalation","Inhalation","Terbutaline sulfate","250.000microgram/1.000dose","NULL",10000,"terbutaline 250micrograms/dose inhaler with spacer","Terbutaline 250micrograms/dose inhaler with spacer"
"4418241000033117","Fostair 100micrograms/dose / 6micrograms/dose inhaler",7,"12906411000001100"," Pressurised inhalation","Inhalation","Beclometasone dipropionate/ Formoterol fumarate dihydrate","100.000microgram/1.000dose + 6.000microgram/1.000dose","3020000",5000000,"fostair 100micrograms/dose / 6micrograms/dose inhaler (chiesi ltd)","Fostair 100micrograms/dose / 6micrograms/dose inhaler (Chiesi Ltd)"
"10212941000033113","Pevanti 25mg tablets",11,"28799811000001108","Tablet","Oral","Prednisolone","25.000mg","NULL",200,"pevanti 25mg tablets (advanz pharma)","Pevanti 25mg tablets (Advanz Pharma)"
"12579441000033119","Combisal 25micrograms/dose / 125micrograms/dose inhaler",7,"35594211000001100"," Pressurised inhalation","Inhalation","Fluticasone propionate/ Salmeterol xinafoate","125.000microgram/1.000dose + 25.000microgram/1.000dose","NULL",20000,"combisal 25micrograms/dose / 125micrograms/dose inhaler (aspire pharma ltd)","Combisal 25micrograms/dose / 125micrograms/dose inhaler (Aspire Pharma Ltd)"
"1905741000033111","Salbutamol 400microgram inhalation powder capsules",1,"39709811000001108","Inhalation powder","Inhalation","Salbutamol sulfate","400.000microgram","NULL",200000,"salbutamol 400microgram inhalation powder capsules","Salbutamol 400microgram inhalation powder capsules"
"1907641000033113","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL",900,"salbutamol dry powder for inhalation 400 micrograms/dose","Salbutamol Dry powder for inhalation 400 micrograms/dose"
"535741000033113","NULL",13,"NULL","NULL","NULL","NULL","NULL","NULL",10000,"erythromycin ethyl succinate mixture 125 mg/5 ml","Erythromycin Ethyl Succinate Mixture 125 mg/5 ml"
"3081541000033116","Beclometasone 400microgram inhalation powder blisters",9,"35908911000001108","Inhalation powder","Inhalation","Beclometasone dipropionate","400.000microgram","NULL",200000,"beclometasone 400microgram inhalation powder blisters","Beclometasone 400microgram inhalation powder blisters"
"3163941000033115","Fluticasone 250micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free",7,"39111311000001106"," Pressurised inhalation","Inhalation","Fluticasone propionate/ Salmeterol xinafoate","250.000microgram/1.000dose + 25.000microgram/1.000dose","3020000",3000000,"fluticasone 250micrograms/dose / salmeterol 25micrograms/dose inhaler cfc free","Fluticasone 250micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free"
"56641000033113","NULL",13,"NULL","NULL","NULL","NULL","NULL","NULL",4000,"ampicillin syrup forte 250 mg/5 ml","Ampicillin Syrup forte 250 mg/5 ml"
"1914241000033119","Salmeterol 50microgram inhalation powder blisters with device",6,"35937811000001108","Inhalation powder","Inhalation","Salmeterol xinafoate","50.000microgram","NULL",60000,"salmeterol 50microgram inhalation powder blisters with device","Salmeterol 50microgram inhalation powder blisters with device"
"53341000033114","NULL",13,"NULL","NULL","NULL","NULL","NULL","NULL",3000,"ampicillin paediatric suspension 125 mg/1.25 ml","Ampicillin Paediatric suspension 125 mg/1.25 ml"
"1422541000033119","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL",40000,"terbutaline sulfate refill canister 250 micrograms/puff","Terbutaline Sulfate Refill canister 250 micrograms/puff"
"12579341000033113","Combisal 25micrograms/dose / 50micrograms/dose inhaler",7,"35594011000001105"," Pressurised inhalation","Inhalation","Fluticasone propionate/ Salmeterol xinafoate","50.000microgram/1.000dose + 25.000microgram/1.000dose","NULL",20000,"combisal 25micrograms/dose / 50micrograms/dose inhaler (aspire pharma ltd)","Combisal 25micrograms/dose / 50micrograms/dose inhaler (Aspire Pharma Ltd)"
"1582841000033117","Ciproxin 250mg/5ml oral suspension",13,"3492511000001109","Oral suspension","Oral","Ciprofloxacin","50.000mg/1.000ml","5011200",5000,"ciproxin 250mg/5ml oral suspension (bayer plc)","Ciproxin 250mg/5ml oral suspension (Bayer Plc)"
"1572541000033110","NULL",13,"NULL","NULL","NULL","NULL","NULL","NULL",4,"augmentin 1 g tablets","Augmentin 1 G Tablets"
"536741000033115","NULL",13,"NULL","NULL","NULL","NULL","NULL","NULL",3000000,"erythromycin tablets 250 mg","Erythromycin Tablets 250 mg"
"1603241000033119","Doxycycline 50mg capsules",13,"324070004","Capsule","Oral","Doxycycline hyclate","50.000mg","5010300",500000,"doxycycline 50mg capsules","Doxycycline 50mg capsules"
"367541000033116","Co-amoxiclav 400mg/57mg/5ml oral suspension sugar free",13,"37083711000001108","Oral suspension","Oral","Amoxicillin trihydrate/ Potassium clavulanate","80.000mg/1.000ml + 11.400mg/1.000ml","5010103",90000,"co-amoxiclav 400mg/57mg/5ml oral suspension sugar free","Co-amoxiclav 400mg/57mg/5ml oral suspension sugar free"
"2873241000033118","NULL",9,"NULL","NULL","NULL","NULL","NULL","NULL",2000,"asmanex twisthaler dry powder inhaler 400 micrograms/dose, 30 doses","Asmanex Twisthaler Dry Powder Inhaler 400 micrograms/dose, 30 doses"
"227841000033116","NULL",13,"NULL","NULL","NULL","NULL","NULL","NULL",800,"cefaclor m/r tablets 500 mg","Cefaclor M/R tablets 500 mg"
"2067741000033114","Fluticasone 125micrograms/dose inhaler CFC free",9,"39111211000001103"," Pressurised inhalation","Inhalation","Fluticasone propionate","125.000microgram/1.000dose","3020000",600000,"fluticasone 125micrograms/dose inhaler cfc free","Fluticasone 125micrograms/dose inhaler CFC free"
"1114241000033116","Prednisolone 2.5mg gastro-resistant tablets",11,"325442004","Gastro-resistant tablet","Oral","Prednisolone","2.500mg","1050000",3000000,"prednisolone 2.5mg gastro-resistant tablets","Prednisolone 2.5mg gastro-resistant tablets"
"12579541000033118","Combisal 25micrograms/dose / 250micrograms/dose inhaler",7,"35594411000001101"," Pressurised inhalation","Inhalation","Fluticasone propionate/ Salmeterol xinafoate","250.000microgram/1.000dose + 25.000microgram/1.000dose","NULL",20000,"combisal 25micrograms/dose / 250micrograms/dose inhaler (aspire pharma ltd)","Combisal 25micrograms/dose / 250micrograms/dose inhaler (Aspire Pharma Ltd)"
"12430741000033111","Fobumix Easyhaler 160micrograms/dose / 4.5micrograms/dose dry powder inhaler",7,"34950311000001108","Inhalation powder","Inhalation","Budesonide/ Formoterol fumarate dihydrate","200.000microgram/1.000dose + 6.000microgram/1.000dose","NULL",30000,"fobumix easyhaler 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (orion pharma (uk) ltd)","Fobumix Easyhaler 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)"
"2890241000033119","Moxifloxacin 400mg tablets",13,"408015000","Tablet","Oral","Moxifloxacin hydrochloride","400.000mg","5011200",40000,"moxifloxacin 400mg tablets","Moxifloxacin 400mg tablets"
"9703641000033117","Incruse Ellipta 55micrograms/dose dry powder inhaler",10,"27567911000001101","Inhalation powder","Inhalation","Umeclidinium bromide","65.000microgram/1.000dose","3010200",600000,"incruse ellipta 55micrograms/dose dry powder inhaler (glaxosmithkline uk ltd)","Incruse Ellipta 55micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)"
"3089541000033117","Doxycycline 20mg tablets",13,"408607002","Tablet","Oral","Doxycycline hyclate","20.000mg","12030100",3000,"doxycycline 20mg tablets","Doxycycline 20mg tablets"
"52841000033110","Amoxil 125mg/1.25ml paediatric oral suspension",13,"389311000001106","Oral suspension","Oral","Amoxicillin trihydrate","100.000mg/1.000ml","5010103",80000,"amoxil 125mg/1.25ml paediatric oral suspension (glaxosmithkline uk ltd)","Amoxil 125mg/1.25ml paediatric oral suspension (GlaxoSmithKline UK Ltd)"
"219741000033111","Cefaclor 500mg capsules",13,"39735111000001108","Capsule","Oral","Cefaclor monohydrate","500.000mg","5010201",80000,"cefaclor 500mg capsules","Cefaclor 500mg capsules"
"1022341000033117","Oxis 12 Turbohaler",6,"3245011000001103","Inhalation powder","Inhalation","Formoterol fumarate dihydrate","12.000microgram/1.000dose","3010101",200000,"oxis 12 turbohaler (astrazeneca uk ltd)","Oxis 12 Turbohaler (AstraZeneca UK Ltd)"
"2872841000033112","NULL",9,"NULL","NULL","NULL","NULL","NULL","NULL",6000,"mometasone furoate dry powder inhaler 200 micrograms/dose, 60 doses","Mometasone Furoate Dry Powder Inhaler 200 micrograms/dose, 60 doses"
"3084441000033119","Cefalexin 125mg/5ml oral suspension",13,"323887008","Oral suspension","Oral","Cefalexin","25.000mg/1.000ml","5010201",700000,"cefalexin 125mg/5ml oral suspension","Cefalexin 125mg/5ml oral suspension"
"3942841000033114","Beclometasone 200micrograms/dose inhaler CFC free",9,"10621011000001101"," Pressurised inhalation","Inhalation","Beclometasone dipropionate","200.000microgram/1.000dose","3020000",60000,"beclometasone 200micrograms/dose inhaler cfc free","Beclometasone 200micrograms/dose inhaler CFC free"
"536141000033119","Erythroped PI SF 125mg/5ml oral suspension",13,"294211000001105","Oral suspension","Oral","Erythromycin ethyl succinate","25.000mg/1.000ml","5010500",100000,"erythroped pi sf 125mg/5ml oral suspension (advanz pharma)","Erythroped PI SF 125mg/5ml oral suspension (Advanz Pharma)"
"12530441000033112","Kelhale 100micrograms/dose inhaler",9,"35430311000001103"," Pressurised inhalation","Inhalation","Beclometasone dipropionate","100.000microgram/1.000dose","NULL",30000,"kelhale 100micrograms/dose inhaler (cipla eu ltd)","Kelhale 100micrograms/dose inhaler (Cipla EU Ltd)"
"3871641000033111","Budesonide 200micrograms/dose dry powder inhaler",9,"35912411000001100","Inhalation powder","Inhalation","Budesonide","200.000microgram/1.000dose","3020000",1000000,"budesonide 200micrograms/dose dry powder inhaler","Budesonide 200micrograms/dose dry powder inhaler"
"317241000033119","NULL",13,"NULL","NULL","NULL","NULL","NULL","NULL",10000,"co-amoxiclav dispersible tablets","Co-Amoxiclav Dispersible tablets"
"1907541000033112","Salbutamol 200micrograms/dose dry powder inhaler",1,"39113311000001107","Inhalation powder","Inhalation","Salbutamol","200.000microgram/1.000dose","3010101",1000000,"salbutamol 200micrograms/dose dry powder inhaler","Salbutamol 200micrograms/dose dry powder inhaler"
"2793541000033114","Tiotropium bromide 18microgram inhalation powder capsules with device",10,"9479011000001103","Inhalation powder","Inhalation","Tiotropium bromide","18.000microgram","3010200",1000000,"tiotropium bromide 18microgram inhalation powder capsules with device","Tiotropium bromide 18microgram inhalation powder capsules with device"
"3089641000033116","Formoterol 6micrograms/dose dry powder inhaler",6,"39112911000001101","Inhalation powder","Inhalation","Formoterol fumarate dihydrate","6.000microgram/1.000dose","3010101",90000,"formoterol 6micrograms/dose dry powder inhaler","Formoterol 6micrograms/dose dry powder inhaler"
"599641000033111","Foradil 12microgram inhalation powder capsules with device",6,"3206811000001109","Inhalation powder","Inhalation","Formoterol fumarate dihydrate","12.000microgram","3010101",30000,"foradil 12microgram inhalation powder capsules with device (novartis pharmaceuticals uk ltd)","Foradil 12microgram inhalation powder capsules with device (Novartis Pharmaceuticals UK Ltd)"
"228941000033111","Cefuroxime 125mg granules sachets",13,"323874002","Granules","Oral","Cefuroxime axetil","125.000mg","NULL",200,"cefuroxime 125mg granules sachets","Cefuroxime 125mg granules sachets"
"1241341000033116","Salbulin 100micrograms/dose inhaler",1,"840111000001107"," Pressurised inhalation","Inhalation","Salbutamol sulfate","100.000microgram/1.000dose","3010101",100000,"salbulin 100micrograms/dose inhaler (3m health care ltd)","Salbulin 100micrograms/dose inhaler (3M Health Care Ltd)"
"3082441000033113","Beclometasone 250micrograms/dose dry powder inhaler",9,"35908711000001106","Inhalation powder","Inhalation","Beclometasone dipropionate","250.000microgram/1.000dose","3020000",30000,"beclometasone 250micrograms/dose dry powder inhaler","Beclometasone 250micrograms/dose dry powder inhaler"
