"medcodeid","originalreadcode","cleansedreadcode","snomedctconceptid","snomedctdescriptionid","emiscodecategoryid","term","smoking_status","drugs","passive","vape","smokeless_tobacco","gp_recorded_smoking","ever_smoker"
"904031000006115","EMISQTH1","","904031000006104","904031000006115","Personal Health and Social","Thinking about stopping smoking","Current smoker",NA,NA,NA,NA,1,1
"8244731000006115","^ESCTST824473","","783381000000101","1751841000000113","Administration, documents and attachments","Stop smoking invitation text message","Current smoker",NA,NA,NA,NA,1,1
"936011000006114","67H1","67H1.00","225324006","338609015","Personal Health and Social","Advice on effects of smoking on health","Current smoker",NA,NA,NA,NA,1,1
"904011000006114","EMISQSM9","","904011000006105","904011000006114","Administration, documents and attachments","Smoking cessation declaration signed by patient","Current smoker",NA,NA,NA,NA,1,1
"3256651000006113","^ESCTCI325665","","46802002","494650019","Conditions, operations and procedures","Cigarette cough","Current smoker",NA,NA,NA,NA,1,1
"3513490010","^ESCT1170577","","100801000119107","3513490010","Unset","Maternal tobacco use in pregnancy","Current smoker",NA,NA,NA,NA,1,1
"6769691000006116","^ESCTAS676969","","408938004","2477259019","Unset","Assess tobacco abuse prevention","Current smoker",NA,NA,NA,NA,1,1
"8244791000006116","^ESCTST824479","","783481000000106","1751981000000112","Administration, documents and attachments","Stop smoking invitation third text message","Current smoker",NA,NA,NA,NA,1,1
"1176421000000118","8IAj","8IAj.00","527151000000107","1176421000000118","Conditions, operations and procedures","Smoking cessation advice declined","Current smoker",NA,NA,NA,NA,1,1
"1592611000000110","137m","137m.00","446172000","2882460017","Personal Health and Social","Failed attempt to stop smoking","Current smoker",NA,NA,NA,NA,1,1
"1974681000006119","EMISICD10|F1751","","1974681000006103","1974681000006119","Conditions, operations and procedures","Mental & behav dis due to use tobacco: psychotic disorder, predominantly delusional","Current smoker",NA,NA,NA,NA,1,1
"1974841000006114","EMISICD10|F1770","","1974841000006105","1974841000006114","Conditions, operations and procedures","Mental & behav dis due to tobacco: resid & late-onset psychot dis, flashbacks","Current smoker",NA,NA,NA,NA,1,1
"700121000006118","1374","1374.00","160604004","250359011","Personal Health and Social","Moderate cigarette smoker (10-19 cigs/day)","Current smoker",NA,NA,NA,NA,1,1
"1780360012","137f","137f.00","401159003","1780360012","Personal Health and Social","Reason for restarting smoking","Current smoker",NA,NA,NA,NA,1,1
"12473171000006110","^ESCT1247317","","466951000000105","894811000000117","Unset","[X]Mental and behavioural disorders due to use of tobacco: acute intoxication","Current smoker",NA,NA,NA,NA,1,1
"7832511000006111","^ESCTCI783251","","722497008","3332496014","Unset","Cigar","Current smoker",NA,NA,NA,NA,1,1
"1750931000000118","8CdB","8CdB.00","783011000000105","1750931000000118","Conditions, operations and procedures","Stop smoking service opportunity signposted","Current smoker",NA,NA,NA,NA,1,1
"128130017","137P-1","137P.11","77176002","128130017","Personal Health and Social","Smoker","Current smoker",NA,NA,NA,NA,1,1
"6047151000006118","^ESCTTO604715","","314538009","458913015","Unset","Tobacco related optic neuropathy","Current smoker",NA,NA,NA,NA,1,1
"6769671000006117","^ESCTTO676967","","408937009","2477258010","Unset","Tobacco abuse control","Current smoker",NA,NA,NA,NA,1,1
"6769731000006112","^ESCTTO676973","","408940009","2470778016","Unset","Tobacco abuse prevention management","Current smoker",NA,NA,NA,NA,1,1
"324597019","SMC","SMC..00","212899006","324597019","Conditions, operations and procedures","Toxic effect of tobacco and nicotine","Current smoker",NA,NA,NA,NA,1,1
"8294711000006117","^ESCTPR829471","","857841000000101","2219991000000114","Unset","Provision of written information about tobacco use cessation","Current smoker",NA,NA,NA,NA,1,1
"7682721000006113","^ESCTNE768272","","711081005","3077991014","Unset","Negotiation of date for cessation of smoking","Current smoker",NA,NA,NA,NA,1,1
"295257016","E2511","E251100","191887008","295257016","Conditions, operations and procedures","Tobacco dependence, continuous","Current smoker",NA,NA,NA,NA,1,1
"1715591000006117","8HkQ","8HkQ.00","505281000000106","1122921000000113","Referral","Referral to National Health Service stop smoking service","Current smoker",NA,NA,NA,NA,1,1
"136515019","137H","137H.00","82302008","136515019","Personal Health and Social","Pipe smoker","Current smoker",NA,NA,NA,NA,1,1
"5003151000006116","^ESCTLI500315","","230060001","344798019","Personal Health and Social","Light cigarette smoker","Current smoker",NA,NA,NA,NA,1,1
"7375991000006118","^ESCTSM737599","","449868002","2912728015","Unset","Smokes tobacco daily","Current smoker",NA,NA,NA,NA,1,1
"5495951000006111","^ESCTOC549595","","266920004","397734012","Personal Health and Social","Occasional cigarette smoker (less than one cigarette/day)","Current smoker",NA,NA,NA,NA,1,1
"1974871000006118","EMISICD10|F1771","","1974871000006102","1974871000006118","Conditions, operations and procedures","Mental & behav dis due to tobacco: resid & late-onset psychot dis, personality or behaviour disorder","Current smoker",NA,NA,NA,NA,1,1
"265092010","67A3","67A3.00","171055003","265092010","Personal Health and Social","Pregnancy smoking advice","Current smoker",NA,NA,NA,NA,1,1
"1974341000006115","EMISICD10|F1722","","1974341000006104","1974341000006115","Conditions, operations and procedures","Mental and behav dis due to use tobacco: dependence syndr, currently on a clinically supervised maintenance or replacement regime [controlled dependence]","Current smoker",NA,NA,NA,NA,1,1
"11930181000006115","^ESCT1193018","","526411000000103","1175011000000112","Unset","Smoking cessation programme declined","Current smoker",NA,NA,NA,NA,1,1
"2988081000006110","^ESCTNI298808","","30310000","2951831013","Conditions, operations and procedures","Nicotine induced mental disorder","Current smoker",NA,NA,NA,NA,1,1
"2988071000006112","^ESCTNI298807","","30310000","50739012","Conditions, operations and procedures","Nicotine-related disorder","Current smoker",NA,NA,NA,NA,1,1
"1973921000006114","EMISICD10|F1703","","1973921000006105","1973921000006114","Conditions, operations and procedures","Mental & behav dis due to use tobacco: acute intoxication, with delirium","Current smoker",NA,NA,NA,NA,1,1
"923611000006113","PC0076","","923611000006109","923611000006113","Procedure code","Health ed. - smoking","Current smoker",NA,NA,NA,NA,1,1
"250372012","137G","137G.00","160616005","250372012","Personal Health and Social","Trying to give up smoking","Current smoker",NA,NA,NA,NA,1,1
"8196151000006112","^ESCTSM819615","","521721000000109","1165101000000117","Unset","Smoking cessation leaflet given","Current smoker",NA,NA,NA,NA,1,1
"460828018","ZV4K0","ZV4K000","110483000","175325014","Conditions, operations and procedures","Tobacco user","Current smoker",NA,NA,NA,NA,1,1
"11904991000006116","^ESCT1190499","","230059006","344797012","Personal Health and Social","Occasional cigarette smoker","Current smoker",NA,NA,NA,NA,1,1
"8299271000006119","^ESCTNU829927","","864091000000103","2234141000000111","Unset","Number of previous attempts to stop smoking","Current smoker",NA,NA,NA,NA,1,1
"1780273014","9N2k","9N2k.00","401068004","1780273014","Administration, documents and attachments","Seen by smoking cessation advisor","Current smoker",NA,NA,NA,NA,1,1
"3430571000006116","^ESCTTO343057","","57264008","95243015","Unset","Tobacco","Current smoker",NA,NA,NA,NA,1,1
"5553301000006112","^ESCTMO555330","","273632007","409167012","Unset","Motives for smoking scale","Current smoker",NA,NA,NA,NA,1,1
"5555231000006111","^ESCTRE555523","","273738001","409335016","Unset","Reasons for smoking scale","Current smoker",NA,NA,NA,NA,1,1
"1704571000006117","9kf2","9kf2.00","375911000000102","739421000000116","Administration, documents and attachments","Chronic obstructive pulmonary disease structured smoking assessment declined","Current smoker",NA,NA,NA,NA,1,1
"1974401000006114","EMISICD10|F1724","","1974401000006105","1974401000006114","Conditions, operations and procedures","Mental and behav dis due to use tobacco: dependence syndr, currently using the substance [active dependence]","Current smoker",NA,NA,NA,NA,1,1
"1704561000006112","9kf1","9kf1.00","375851000000108","739301000000115","Administration, documents and attachments","Referred for chronic obstructive pulmonary disease structured smoking assessment","Current smoker",NA,NA,NA,NA,1,1
"8244751000006110","^ESCTST824475","","783401000000101","1751831000000116","Administration, documents and attachments","Stop smoking invitation first text message","Current smoker",NA,NA,NA,NA,1,1
"3430581000006118","^ESCTCO343058","","57264008","95244014","Unset","Commercial tobacco plant","Current smoker",NA,NA,NA,NA,1,1
"1974811000006110","EMISICD10|F1756","","1974811000006106","1974811000006110","Conditions, operations and procedures","Mental & behav dis due to use tobacco: psychotic disorder, mixed","Current smoker",NA,NA,NA,NA,1,1
"99639019","137J","137J.00","59978006","99639019","Personal Health and Social","Cigar smoker","Current smoker",NA,NA,NA,NA,1,1
"5003141000006118","^ESCTTR500314","","230059006","344796015","Unset","Trivial cigarette smoker","Current smoker",NA,NA,NA,NA,1,1
"3422221000006116","^ESCTHE342222","","56771006","94417014","Unset","Heavy smoker (over 20 per day)","Current smoker",NA,NA,NA,NA,1,1
"88471000006112","1372","1372.00","266920004","397735013","Personal Health and Social","Trivial cigarette smoker (less than one cigarette/day)","Current smoker",NA,NA,NA,NA,1,1
"854071000006119","EGTON326","","854071000006103","854071000006119","Personal Health and Social","Current smoker","Current smoker",NA,NA,NA,NA,1,1
"3235691000006114","^ESCTCI323569","","45571007","75983013","Unset","Cigarette poisoning","Current smoker",NA,NA,NA,NA,1,1
"2462431000000110","8B31G","8B31G00","966991000000104","2462431000000110","Conditions, operations and procedures","Varenicline smoking cessation therapy offered","Current smoker",NA,NA,NA,NA,1,1
"5555241000006118","^ESCTRF555524","","273738001","409336015","Unset","RFS - Reasons for smoking scale","Current smoker",NA,NA,NA,NA,1,1
"6769701000006116","^ESCTTO676970","","408939007","2470777014","Unset","Tobacco abuse prevention education","Current smoker",NA,NA,NA,NA,1,1
"108938018","137P","137P.00","65568007","108938018","Personal Health and Social","Cigarette smoker","Current smoker",NA,NA,NA,NA,1,1
"604961000006114","EGTON1025","","604961000006105","604961000006114","Personal Health and Social","Current Smoker NOS","Current smoker",NA,NA,NA,NA,1,1
"856371000006111","EGTONSM6","","856371000006107","856371000006111","Personal Health and Social","Smoking clinic","Current smoker",NA,NA,NA,NA,1,1
"397181000006117","Eu177","Eu17700","30310000","50736017","Conditions, operations and procedures","[X]Mental and behavioural disorders due to use of tobacco: residual and late-onset psychotic disorder","Current smoker",NA,NA,NA,NA,1,1
"6769681000006119","^ESCTTO676968","","408938004","2470776017","Unset","Tobacco abuse prevention assessment","Current smoker",NA,NA,NA,NA,1,1
"8153371000006117","^ESCTOC815337","","428041000124106","3308893017","Personal Health and Social","Occasional tobacco smoker","Current smoker",NA,NA,NA,NA,1,1
"1751721000000113","9OOB","9OOB.00","783381000000101","1751721000000113","Administration, documents and attachments","Stop smoking invitation short message service text message","Current smoker",NA,NA,NA,NA,1,1
"1974461000006110","EMISICD10|F1726","","1974461000006106","1974461000006110","Conditions, operations and procedures","Mental and behav dis due to use tobacco: dependence syndr, episodic use [dipsomania]","Current smoker",NA,NA,NA,NA,1,1
"3235681000006111","^ESCTNI323568","","45571007","75982015","Unset","Nicotiana tabacum poisoning","Current smoker",NA,NA,NA,NA,1,1
"4765711000006110","^ESCTTO476571","","191887008","2951660019","Conditions, operations and procedures","Tobacco use, continuous","Current smoker",NA,NA,NA,NA,1,1
"5553641000006116","^ESCTOC555364","","273657002","409204012","Unset","Occasions for smoking scale","Current smoker",NA,NA,NA,NA,1,1
"3430551000006114","^ESCTNI343055","","57264008","95241018","Unset","Nicotiana tabacum","Current smoker",NA,NA,NA,NA,1,1
"2927031000006116","^ESCTCI292703","","26663004","44643018","Unset","Cigar smoking tobacco","Current smoker",NA,NA,NA,NA,1,1
"1773560017","13p5","13p5.00","401160008","1773560017","Personal Health and Social","Smoking cessation programme start date","Current smoker",NA,NA,NA,NA,1,1
"1709641000000115","9NS02","9NS0200","767641000000109","1709641000000115","Administration, documents and attachments","Referral for smoking cessation service offered","Current smoker",NA,NA,NA,NA,1,1
"12482301000006115","^ESCT1248230","","160613002","250369017","Personal Health and Social","Admitted tobacco cons untrue ?","Current smoker",NA,NA,NA,NA,1,1
"11777241000006111","^ESCT1177724","","466861000000102","956061000000116","Unset","[X]Mental and behavioral disorders due to use of tobacco: unspecified mental and behavioral disorder","Current smoker",NA,NA,NA,NA,1,1
"1785681000006118","9OOB1","9OOB100","783441000000103","1751861000000114","Administration, documents and attachments","Stop smoking invitation second short message service text message","Current smoker",NA,NA,NA,NA,1,1
"397671000006112","Eu170","Eu17000","30310000","50736017","Conditions, operations and procedures","[X]Mental and behavioural disorders due to use of tobacco: acute intoxication","Current smoker",NA,NA,NA,NA,1,1
"1819411000006114","EMISNQSM14","","1819411000006105","1819411000006114","Personal Health and Social","Smoking increased","Current smoker",NA,NA,NA,NA,1,1
"1974031000006110","EMISICD10|F1706","","1974031000006106","1974031000006110","Conditions, operations and procedures","Mental & behav dis due to use tobacco: acute intoxication, with convulsions","Current smoker",NA,NA,NA,NA,1,1
"4640171000006113","^ESCTPR464017","","171055003","2575653016","Personal Health and Social","Pregnancy smoking education","Current smoker",NA,NA,NA,NA,1,1
"2462391000000119","8IEM0","8IEM000","966971000000103","2462391000000119","Conditions, operations and procedures","Varenicline smoking cessation therapy declined","Current smoker",NA,NA,NA,NA,1,1
"7504551000006112","^ESCTSM750455","","698101006","2971159010","Unset","Smoking device","Current smoker",NA,NA,NA,NA,1,1
"904121000006117","EMISQCO3","","904121000006101","904121000006117","Cytology/Histology","Carbon monoxide validation confirms smoker","Current smoker",NA,NA,NA,NA,1,1
"819331000006110","1375","1375.00","160605003","250360018","Personal Health and Social","Heavy cigarette smoker (20-39 cigs/day)","Current smoker",NA,NA,NA,NA,1,1
"11779331000006116","^ESCT1177933","","408701000000107","945951000000112","Unset","[X]Mental and behavioral disorders due to use of tobacco: residual and late-onset psychotic disorder","Current smoker",NA,NA,NA,NA,1,1
"3959111000006111","^ESCTTO395911","","89765005","148820017","Conditions, operations and procedures","Tobacco dependence syndrome","Current smoker",NA,NA,NA,NA,1,1
"316079016","Q040","Q040.00","206154006","316079016","Conditions, operations and procedures","Fetus and newborn affected by maternal use of tobacco","Current smoker",NA,NA,NA,NA,1,1
"1152111000000118","9ko-1","9ko..11","505651000000103","1152111000000118","Administration, documents and attachments","Current smoker annual review","Current smoker",NA,NA,NA,NA,1,1
"12626391000006117","^ESCT1262639","","1110971000000101","2779921000000110","Administration, documents and attachments","QOF (Quality and Outcomes Framework) smoking quality indicator-related care invitation","Current smoker",NA,NA,NA,NA,1,1
"7983221000006111","^ESCTSM798322","","5661000124106","3043143017","Unset","Smoker's melanosis","Current smoker",NA,NA,NA,NA,1,1
"852981000006111","EGTON1024","","852981000006107","852981000006111","Personal Health and Social","Rolls own cigarettes","Current smoker",NA,NA,NA,NA,1,1
"338608011","8CAL","8CAL.00","225323000","338608011","Personal Health and Social","Smoking cessation advice","Current smoker",NA,NA,NA,NA,1,1
"397971000006117","Eu176","Eu17600","30310000","50736017","Conditions, operations and procedures","[X]Mental and behav dis due to use tobacco: amnesic syndrome","Current smoker",NA,NA,NA,NA,1,1
"1974791000006111","EMISICD10|F1755","","1974791000006107","1974791000006111","Conditions, operations and procedures","Mental & behav dis due to use tobacco: psychotic disorder, predominantly manic symptoms","Current smoker",NA,NA,NA,NA,1,1
"904181000006118","EMISQSM12","","904181000006102","904181000006118","Personal Health and Social","Smoking cessation counselling","Current smoker",NA,NA,NA,NA,1,1
"7979581000006117","^ESCTTO797958","","4531000175104","3305801012","Unset","Tobacco cessation education not done","Current smoker",NA,NA,NA,NA,1,1
"6649431000006116","^ESCTSM664943","","401160008","1774846018","Personal Health and Social","Smoking cessation program start date","Current smoker",NA,NA,NA,NA,1,1
"1974961000006117","EMISICD10|F1774","","1974961000006101","1974961000006117","Conditions, operations and procedures","Mental & behav dis due to tobacco: resid & late-onset psychot dis, other persisting cognitive impairment","Current smoker",NA,NA,NA,NA,1,1
"102951000006115","E251","E251.00","89765005","2951656017","Conditions, operations and procedures","Tobacco dependence","Current smoker",NA,NA,NA,NA,1,1
"1974741000006119","EMISICD10|F1753","","1974741000006103","1974741000006119","Conditions, operations and procedures","Mental & behav dis due to use tobacco: psychotic disorder, predominantly polymorphic","Current smoker",NA,NA,NA,NA,1,1
"961581000006114","EMISCSM1","","961581000006105","961581000006114","Symptoms and Findings","Smokes/uses tobacco products","Current smoker",NA,NA,NA,NA,1,1
"1704551000006110","9kf1-1","9kf1.11","375851000000108","739301000000115","Administration, documents and attachments","Referred for COPD structured smoking assessment","Current smoker",NA,NA,NA,NA,1,1
"1785671000006116","9OOB0","9OOB000","783401000000101","1751761000000117","Administration, documents and attachments","Stop smoking invitation first short message service text message","Current smoker",NA,NA,NA,NA,1,1
"11779341000006114","^ESCT1177934","","413901000000104","934981000000118","Unset","[X]Mental and behavioral disorders due to use of tobacco: psychotic disorder","Current smoker",NA,NA,NA,NA,1,1
"1785691000006115","9OOB2","9OOB200","783481000000106","1751951000000118","Administration, documents and attachments","Stop smoking invitation third short message service text message","Current smoker",NA,NA,NA,NA,1,1
"2251871000000112","8IEo","8IEo.00","871641000000105","2251871000000112","Conditions, operations and procedures","Referral to smoking cessation service declined","Current smoker",NA,NA,NA,NA,1,1
"3959131000006117","^ESCTTA395913","","89765005","148822013","Conditions, operations and procedures","Tabagism","Current smoker",NA,NA,NA,NA,1,1
"5244061000006115","^ESCTNI524406","","247439004","369490017","Unset","Nicotine stained fingers","Current smoker",NA,NA,NA,NA,1,1
"12626191000006119","^ESCT1262619","","1110791000000100","2779491000000117","Unset","VBA (Very Brief Advice) on Smoking","Current smoker",NA,NA,NA,NA,1,1
"1704581000006119","9kf2-1","9kf2.11","375911000000102","739421000000116","Administration, documents and attachments","COPD structured smoking assessment declined","Current smoker",NA,NA,NA,NA,1,1
"295951010","Eu17","Eu17.00","30310000","50736017","Conditions, operations and procedures","Nicotine-induced organic mental disorder","Current smoker",NA,NA,NA,NA,1,1
"4939251000006118","^ESCTAD493925","","225323000","2695629019","Personal Health and Social","Advice on smoking","Current smoker",NA,NA,NA,NA,1,1
"6769661000006112","^ESCTTO676966","","408937009","2470775018","Unset","Tobacco abuse prevention","Current smoker",NA,NA,NA,NA,1,1
"1974711000006118","EMISICD10|F1752","","1974711000006102","1974711000006118","Conditions, operations and procedures","Mental & behav dis due to use tobacco: psychotic disorder, predominantly hallucinatory","Current smoker",NA,NA,NA,NA,1,1
"5003161000006119","^ESCTMO500316","","230062009","344801013","Personal Health and Social","Moderate cigarette smoker","Current smoker",NA,NA,NA,NA,1,1
"8221521000006111","^ESCTSM822152","","720401000000103","1574781000000112","Unset","Smoking cessation","Current smoker",NA,NA,NA,NA,1,1
"1973851000006114","EMISICD10|F1702","","1973851000006105","1973851000006114","Conditions, operations and procedures","Mental & behav dis due to use tobacco: acute intoxication, with other medical complications","Current smoker",NA,NA,NA,NA,1,1
"1973981000006113","EMISICD10|F1705","","1973981000006109","1973981000006113","Conditions, operations and procedures","Mental & behav dis due to use tobacco: acute intoxication, with coma","Current smoker",NA,NA,NA,NA,1,1
"854021000006115","EGTON321","","854021000006104","854021000006115","Personal Health and Social","Cigarette smoker","Current smoker",NA,NA,NA,NA,1,1
"904241000006115","EMISQSM14","","904241000006104","904241000006115","Personal Health and Social","Smoking cessation counselling in person","Current smoker",NA,NA,NA,NA,1,1
"923201000006112","PCNQPR2","","923201000006108","923201000006112","Procedure code","Pregnancy smoking advice","Current smoker",NA,NA,NA,NA,1,1
"3419101000006116","^ESCTMO341910","","56578002","94089011","Unset","Moderate smoker (20 or less per day)","Current smoker",NA,NA,NA,NA,1,1
"2141561000000115","8IEM","8IEM.00","822591000000108","2141561000000115","Conditions, operations and procedures","Smoking cessation drug therapy declined","Current smoker",NA,NA,NA,NA,1,1
"852111000006118","EMISQGR1","","852111000006102","852111000006118","Personal Health and Social","Gradual smoking reduction","Current smoker",NA,NA,NA,NA,1,1
"11918391000006111","^ESCT1191839","","408701000000107","879321000000113","Unset","[X]Mental and behavioural disorders due to use of tobacco: residual and late-onset psychotic disorder","Current smoker",NA,NA,NA,NA,1,1
"8238291000006118","^ESCTTO823829","","765511000000103","1705031000000115","Unset","Tobacco use cessation case management","Current smoker",NA,NA,NA,NA,1,1
"1488576014","137c","137c.00","394871007","1488576014","Personal Health and Social","Thinking about stopping smoking","Current smoker",NA,NA,NA,NA,1,1
"78013015","H3101","H310100","46802002","78013015","Conditions, operations and procedures","Smokers' cough","Current smoker",NA,NA,NA,NA,1,1
"1974581000006118","EMISICD10|F1741","","1974581000006102","1974581000006118","Conditions, operations and procedures","Mental & behav dis due to tobacco: withdrawl state wth delirium, with convulsions","Current smoker",NA,NA,NA,NA,1,1
"2251911000000114","8T08","8T08.00","871661000000106","2251911000000114","Conditions, operations and procedures","Referral to smoking cessation service","Current smoker",NA,NA,NA,NA,1,1
"4939241000006115","^ESCTAD493924","","225323000","2693470012","Personal Health and Social","Advice on effects of smoking on health","Current smoker",NA,NA,NA,NA,1,1
"1974761000006115","EMISICD10|F1754","","1974761000006104","1974761000006115","Conditions, operations and procedures","Mental & behav dis due to use tobacco: psychotic disorder, predominantly depressive symptoms","Current smoker",NA,NA,NA,NA,1,1
"7696001000006118","^ESCTPA769600","","712829007","3285644014","Unset","Patient request for smoking cessation information","Current smoker",NA,NA,NA,NA,1,1
"3874641000006110","^ESCTPI387464","","84498003","140113010","Unset","Pipe smoking tobacco","Current smoker",NA,NA,NA,NA,1,1
"9317251000006112","^ESCTCI931725","","10692611000001105","55831701000001112","Unset","cigarette","Current smoker",NA,NA,NA,NA,1,1
"12734401000006119","^ESCT1273440","","143461000000103","1628391000000113","Unset","QOF (Quality and Outcomes Framework) smoking quality indicator-related care invitation using preferred method of communication","Current smoker",NA,NA,NA,NA,1,1
"855001000006114","EGTONGR13","","855001000006105","855001000006114","Diagnostics","Grade D heavy smoker (>20 Day)","Current smoker",NA,NA,NA,NA,1,1
"1484933010","13p0","13p0.00","390901002","1484933010","Personal Health and Social","Negotiated date for cessation of smoking","Current smoker",NA,NA,NA,NA,1,1
"5553651000006119","^ESCTOF555365","","273657002","409205013","Unset","OFS - Occasions for smoking scale","Current smoker",NA,NA,NA,NA,1,1
"8012751000006116","^ESCTDI801275","","25261000000107","2155321000000119","Administration, documents and attachments","Did not attend smoking cessation clinic","Current smoker",NA,NA,NA,NA,1,1
"5553311000006110","^ESCTMF555331","","273632007","409166015","Unset","MFS - Motives for smoking scale","Current smoker",NA,NA,NA,NA,1,1
"4835491000006116","^ESCTFE483549","","206154006","2965837017","Conditions, operations and procedures","Fetal or neonatal effect of maternal use of tobacco","Current smoker",NA,NA,NA,NA,1,1
"8190531000006112","^ESCTRE819053","","505281000000106","1133211000000119","Referral","Referral to NHS (National Health Service) stop smoking service","Current smoker",NA,NA,NA,NA,1,1
"2717211000000112","ESCTSI77","","1084381000000100","2717211000000112","Conditions, operations and procedures","Signposting to smoking cessation service","Current smoker",NA,NA,NA,NA,1,1
"2990991000006111","^ESCTTO299099","","30483005","51012015","Unset","Tobacco amblyopia","Current smoker",NA,NA,NA,NA,1,1
"11918471000006119","^ESCT1191847","","413901000000104","894861000000115","Unset","[X]Mental and behavioural disorders due to use of tobacco: psychotic disorder","Current smoker",NA,NA,NA,NA,1,1
"1591651000006110","EMISNQSM5","","1591651000006106","1591651000006110","Conditions, operations and procedures","Smoking cessation referral declined","Current smoker",NA,NA,NA,NA,1,1
"8153381000006119","^ESCTOC815338","","428041000124106","8153381000006119","Personal Health and Social","Occasional smoker","Current smoker",NA,NA,NA,NA,1,1
"11918421000006115","^ESCT1191842","","466861000000102","879351000000115","Unset","[X]Mental and behavioural disorders due to use of tobacco: unspecified mental and behavioural disorder","Current smoker",NA,NA,NA,NA,1,1
"5003171000006114","^ESCTHE500317","","230063004","344802018","Personal Health and Social","Heavy cigarette smoker","Current smoker",NA,NA,NA,NA,1,1
"1777011000006118","EMISNQRE259","","1777011000006102","1777011000006118","Referral","Reason for referral: Smoking Cessation","Current smoker",NA,NA,NA,NA,1,1
"904021000006118","EMISQPR6","","904021000006102","904021000006118","Personal Health and Social","Previous smoking quit attempts","Current smoker",NA,NA,NA,NA,1,1
"5074201000006119","^ESCTSM507420","","235033006","352240019","Unset","Smokers keratosis","Current smoker",NA,NA,NA,NA,1,1
"11918401000006113","^ESCT1191840","","396621000000103","879341000000118","Unset","[X]Mental and behavioural disorders due to use of tobacco: other mental and behavioural disorders","Current smoker",NA,NA,NA,NA,1,1
"904001000006111","EMISQRE12","","904001000006107","904001000006111","Personal Health and Social","Ready to stop smoking","Current smoker",NA,NA,NA,NA,1,1
"1489355012","8H7i","8H7i.00","395700008","1489355012","Referral","Referral to smoking cessation advisor","Current smoker",NA,NA,NA,NA,1,1
"5244051000006117","^ESCTNI524405","","247439004","369489014","Unset","Nicotine staining of finger","Current smoker",NA,NA,NA,NA,1,1
"7859791000006118","^ESCTAB785979","","724697004","3445166018","Conditions, operations and procedures","Abuse of nicotine","Current smoker",NA,NA,NA,NA,1,1
"1714541000006110","9ko","9ko..00","505651000000103","1152111000000118","Administration, documents and attachments","Current smoker annual review - enhanced services admin","Current smoker",NA,NA,NA,NA,1,1
"1974651000006110","EMISICD10|F1750","","1974651000006106","1974651000006110","Conditions, operations and procedures","Mental & behav dis due to use tobacco: psychotic disorder, schizophrenia-like","Current smoker",NA,NA,NA,NA,1,1
"1563081000000115","13p50","13p5000","712971000000108","1563081000000115","Personal Health and Social","Practice based smoking cessation programme start date","Current smoker",NA,NA,NA,NA,1,1
"8063181000006116","^ESCTWA806318","","203191000000107","310341000000119","Personal Health and Social","Wants to stop smoking","Current smoker",NA,NA,NA,NA,1,1
"4948531000006116","^ESCTSM494853","","225934006","339459013","Unset","Smokes in bed","Current smoker",NA,NA,NA,NA,1,1
"1778181000006110","EMISNQGR20","","1778181000006106","1778181000006110","Administration, documents and attachments","Group session: Stop smoking education programme","Current smoker",NA,NA,NA,NA,1,1
"5003191000006110","^ESCTCH500319","","230065006","344804017","Unset","Chain smoker","Current smoker",NA,NA,NA,NA,1,1
"6769711000006118","^ESCTTE676971","","408939007","2477261011","Unset","Teach tobacco abuse control","Current smoker",NA,NA,NA,NA,1,1
"67621000006112","1376","1376.00","160606002","250362014","Personal Health and Social","Very heavy cigarette smoker (40+ cigs/day)","Current smoker",NA,NA,NA,NA,1,1
"16588018","J0364","J036400","9473008","511413011","Conditions, operations and procedures","Tobacco deposit on teeth","Current smoker",NA,NA,NA,NA,1,1
"1175011000000112","8IEK","8IEK.00","1087441000000106","2724181000000114","Conditions, operations and procedures","Smoking cessation programme declined","Current smoker",NA,NA,NA,NA,1,1
"2741221000000116","^ESCT1172297","","1094321000000100","2741221000000116","Unset","Referral for brief intervention for smoking cessation","Current smoker",NA,NA,NA,NA,1,1
"854961000006110","EGTONGR11","","854961000006106","854961000006110","Diagnostics","Grade B light smoker (1-10/day)","Current smoker",NA,NA,NA,NA,1,1
"7832501000006113","^ESCTCI783250","","722496004","3332494012","Unset","Cigarette","Current smoker",NA,NA,NA,NA,1,1
"397733018","1372-1","1372.11","428041000124106","2717161000000119","Personal Health and Social","Occasional smoker","Current smoker",NA,NA,NA,NA,1,1
"3959121000006115","^ESCTCO395912","","89765005","148821018","Conditions, operations and procedures","Compulsive tobacco user syndrome","Current smoker",NA,NA,NA,NA,1,1
"6769751000006117","^ESCTMA676975","","408940009","2477264015","Unset","Manage tobacco abuse prevention","Current smoker",NA,NA,NA,NA,1,1
"1488577017","137b","137b.00","394872000","1488577017","Personal Health and Social","Ready to stop smoking","Current smoker",NA,NA,NA,NA,1,1
"1488578010","137d","137d.00","394873005","1488578010","Personal Health and Social","Not interested in stopping smoking","Current smoker",NA,NA,NA,NA,1,1
"8244771000006117","^ESCTST824477","","783441000000103","1751891000000115","Administration, documents and attachments","Stop smoking invitation second text message","Current smoker",NA,NA,NA,NA,1,1
"7859781000006116","^ESCTHA785978","","724697004","3445165019","Conditions, operations and procedures","Harmful pattern of use of nicotine","Current smoker",NA,NA,NA,NA,1,1
"2670126018","137e","137e.00","308438006","2670126018","Personal Health and Social","Smoking restarted","Current smoker",NA,NA,NA,NA,1,1
